Keyword,homelight.com,zillow.com,realtor.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),zillow.com (pages),realtor.com (pages)
allegheny county real estate,46,9,4,33100,62,1.01,0,4680000,informational,https://www.homelight.com/allegheny-county-pa/top-real-estate-agents,https://www.zillow.com/allegheny-county-pa/,https://www.realtor.com/realestateandhomes-search/Allegheny-County_PA
how much is my house worth,9,1,3,33100,87,2.87,0.56,5970000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
relator,28,11,1,33100,95,1.12,0.16,245000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
fsbo,15,5,13,27100,100,3.04,0.27,82500000,navigational,https://www.homelight.com/blog/what-is-fsbo/,https://www.zillow.com/homes/fsbo/,https://www.realtor.com/advice/buy/what-is-fsbo-for-sale-by-owner/
how to buy a house,36,9,8,27100,94,2.85,0.4,0,informational,https://www.homelight.com/blog/buyer-how-to-buy-a-house-while-selling-your-own/,https://www.zillow.com/home-buying-guide/10-steps-to-buying-a-home/,https://www.realtor.com/advice/buy/10-step-guide-for-first-time-home-buyers/
new construction homes,16,5,3,27100,95,1.49,0.32,82,navigational,https://www.homelight.com/blog/buyer-new-construction-home-buying-process/,https://www.zillow.com/homes/new_homes/0_mmm/,https://www.realtor.com/newhomes
realitor,26,12,1,27100,100,1.12,0.16,266000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
foreclosed homes for sale,45,4,6,18100,96,0.69,0.53,14600000,transactional,https://www.homelight.com/blog/buyer-how-much-do-foreclosed-homes-sell-for-at-auction/,https://www.zillow.com/mi/foreclosures/,https://www.realtor.com/foreclosure
home affordability calculator,20,2,10,18100,86,1.41,0.34,58800000,informational,https://www.homelight.com/how-much-house-can-i-afford,https://www.zillow.com/mortgage-calculator/house-affordability/,https://www.realtor.com/mortgage/tools/affordability-calculator/
hud homes for sale,73,27,39,18100,91,0.98,0.47,61900000,transactional,https://www.homelight.com/blog/buyer-how-to-buy-a-hud-home/,https://www.zillow.com/fl/foreclosures/,https://www.realtor.com/advice/buy/what-is-a-hud-home/
laurie murray,43,29,31,18100,39,0.00,0,10800000,informational,https://www.homelight.com/agents/laurie-murray-ct-res0769103,https://www.zillow.com/profile/user7395486,https://www.realtor.com/realestateagents/568276c30fa4170100739be7
mls real estate,65,15,9,18100,95,0.79,0.24,55800000,"informational, navigational",https://www.homelight.com/blog/buyer-what-is-the-mls-multiple-listing-service/,https://www.zillow.com/,https://www.realtor.com/
open house near me,15,4,7,18100,53,0.69,0.34,75,"informational, transactional",https://www.homelight.com/blog/buyer-how-to-find-open-houses/,https://www.zillow.com/overland-park-ks/open-house/,https://www.realtor.com/realestateandhomes-search/Maine/show-open-house
seller,86,41,18,18100,100,1.52,0.04,2050000000,navigational,https://www.homelight.com/blog/,https://www.zillow.com/sellers-guide/,https://www.realtor.com/sell/sellers-marketplace
buying a house,70,3,7,14800,90,2.87,0.42,8040000000,transactional,https://www.homelight.com/blog/buyer-buying-a-house-with-cash-process/,https://www.zillow.com/home-buying-guide/10-steps-to-buying-a-home/,https://www.realtor.com/advice/buy/10-step-guide-for-first-time-home-buyers/
down payment calculator,36,7,14,14800,91,1.38,0.36,561000000,informational,https://www.homelight.com/down-payment-calculator,https://www.zillow.com/mortgage-calculator/,https://www.realtor.com/mortgage/tools/mortgage-calculator/
foreclosure homes for sale,58,7,6,14800,100,0.69,0.53,95,transactional,https://www.homelight.com/blog/buyer-is-it-a-good-idea-to-buy-a-house-in-foreclosure/,https://www.zillow.com/foreclosures/,https://www.realtor.com/foreclosure
real estate agency,62,11,2,14800,100,7.84,0.32,2100000000,commercial,https://www.homelight.com/,https://www.zillow.com/,https://www.realtor.com/realestateagents/
real estate agents,57,9,1,14800,100,7.84,0.32,993000000,commercial,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/realestateagents/
selling,73,24,49,14800,81,1.52,0.04,11330000000,informational,https://www.homelight.com/blog/guide-how-to-sell-a-house/,https://www.zillow.com/sell/,https://www.realtor.com/sell/
what is my house worth,9,1,3,14800,89,2.46,0.62,3440000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
buy a house,34,1,3,12100,100,2.87,0.42,94,"navigational, transactional",https://www.homelight.com/blog/buyer-how-to-buy-a-house-while-selling-your-own/,https://www.zillow.com/,https://www.realtor.com/
cheap houses for sale,14,7,10,12100,79,0.65,0.48,68,transactional,https://www.homelight.com/blog/buyer-how-to-find-cheap-houses-to-buy/,https://www.zillow.com/homes/for_sale/,https://www.realtor.com/advice/buy/cheap-houses-for-sale-bargains/
earnest money deposit,24,20,4,12100,82,0.32,0.01,5730000,informational,https://www.homelight.com/blog/how-to-protect-earnest-money/,https://www.zillow.com/mortgage-learning/earnest-money-deposits/,https://www.realtor.com/advice/finance/understanding-the-earnest-money-deposit-2/
home value,11,1,6,12100,93,2.27,0.51,6940000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
homes for sale in north carolina,49,2,1,12100,71,0.50,0.32,101000000,"informational, transactional",https://www.homelight.com/states/nc/homes-for-sale,https://www.zillow.com/nc/,https://www.realtor.com/realestateandhomes-search/North-Carolina
how much are closing costs,39,8,14,12100,97,1.51,0.22,439000000,informational,https://www.homelight.com/closing-costs-calculator,https://www.zillow.com/sellers-guide/closing-costs-for-sellers/,https://www.realtor.com/advice/buy/reduce-closing-costs/
how much house can i afford calculator,26,4,16,12100,85,1.73,0.35,56800000,informational,https://www.homelight.com/how-much-house-can-i-afford,https://www.zillow.com/mortgage-calculator/house-affordability/,https://www.realtor.com/mortgage/tools/affordability-calculator/
how much is my home worth,10,1,3,12100,89,3.05,0.62,5120000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
karen mccollum,61,38,33,12100,35,0.00,0,3060000,informational,https://www.homelight.com/agents/karen-mccollum-fl-3351767,https://www.zillow.com/profile/Karen%20McCollum17,https://www.realtor.com/realestateagents/Karen-McCollum_San-Ramon_CA__617889248
kim delany,40,38,21,12100,45,0.00,0,2100000,informational,https://www.homelight.com/agents/kim-delany-wa-37592,https://www.zillow.com/profile/kdelany6,https://www.realtor.com/realestateagents/5caf765fb8b66c0012570847
new construction,19,13,10,12100,94,1.60,0.16,2630000000,commercial,https://www.homelight.com/blog/buyer-new-construction-home-buying-process/,https://www.zillow.com/homes/new_homes/0_mmm/,https://www.realtor.com/newhomes
new home construction,44,15,12,12100,100,1.49,0.32,13140000000,commercial,https://www.homelight.com/blog/buyer-new-construction-home-buying-process/,https://www.zillow.com/homes/new_homes/0_mmm/,https://www.realtor.com/newhomes
north carolina homes for sale,43,1,2,12100,71,0.50,0.32,96,"informational, transactional",https://www.homelight.com/states/nc/homes-for-sale,https://www.zillow.com/nc/,https://www.realtor.com/realestateandhomes-search/North-Carolina
real estate companies near me,70,10,4,12100,100,6.92,0.61,508000000,transactional,https://www.homelight.com/blog/house-buying-companies/,https://www.zillow.com/,https://www.realtor.com/realestateagents/
rent a house near me,20,3,7,12100,99,0.43,0.35,70,"informational, transactional",https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
rent to own home near me,13,10,5,12100,73,1.09,0.51,902000000,transactional,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,https://www.zillow.com/ct/rent-to-own_att/,https://www.realtor.com/rent-to-own
shop house,95,11,65,12100,57,0.88,1,11460000000,informational,https://www.homelight.com/blog/buyer-how-to-buy-a-house-while-selling-your-own/,https://www.zillow.com/,https://www.realtor.com/
what is my home worth,9,2,3,12100,89,2.74,0.58,8900000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
buy home,79,1,3,9900,100,6.13,0.29,18610000000,"navigational, transactional",https://www.homelight.com/homes,https://www.zillow.com/,https://www.realtor.com/
comps,66,2,47,9900,76,1.80,0.01,2540000000,informational,https://www.homelight.com/blog/comps-for-my-house/,https://www.zillow.com/sellers-guide/real-estate-comps/,https://www.realtor.com/advice/sell/housing-comps/
deborah mays,56,52,26,9900,37,0.00,0,3380000,informational,https://www.homelight.com/agents/deborah-mays-tn-210876,https://www.zillow.com/profile/Deborah%20Mays7,https://www.realtor.com/realestateagents/56b06fcd0fa417010074486b
home for rent to own,19,10,6,9900,86,1.37,0.51,770000000,informational,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,https://www.zillow.com/mortgage-learning/rent-to-own/,https://www.realtor.com/rent-to-own
home values,54,2,8,9900,92,2.27,0.51,99,navigational,https://www.homelight.com/blog/compare-house-prices/,https://www.zillow.com/,https://www.realtor.com/myhome/
homes for sale in n. carolina,62,1,2,9900,71,0.50,0.32,32200000,"informational, transactional",https://www.homelight.com/blog/selling-a-house-as-is-in-nc/,https://www.zillow.com/nc/,https://www.realtor.com/realestateandhomes-search/North-Carolina
house affordability calculator,28,2,15,9900,85,1.37,0.33,50800000,informational,https://www.homelight.com/how-much-house-can-i-afford,https://www.zillow.com/mortgage-calculator/house-affordability/,https://www.realtor.com/mortgage/tools/affordability-calculator/
houses for sale in north carolina,69,2,1,9900,71,0.54,0.35,72500000,"informational, transactional",https://www.homelight.com/states/nc/homes-for-sale,https://www.zillow.com/nc/,https://www.realtor.com/realestateandhomes-search/North-Carolina
mls listing,32,8,3,9900,100,0.92,0.36,1980000000,"informational, navigational",https://www.homelight.com/blog/buyer-what-is-the-mls-multiple-listing-service/,https://www.zillow.com/,https://www.realtor.com/realestateforsale
real estate agency near me,84,22,3,9900,98,10.29,0.89,584000000,transactional,https://www.homelight.com/,https://www.zillow.com/,https://www.realtor.com/realestateagents/
real estate websites,23,2,4,9900,100,5.38,0.59,2330000000,commercial,https://www.homelight.com/blog/best-real-estate-websites/,https://www.zillow.com/,https://www.realtor.com/
realtor mn,31,7,1,9900,78,1.41,0.27,77,"navigational, transactional",https://www.homelight.com/minneapolis-mn/top-real-estate-agents,https://www.zillow.com/mn/,https://www.realtor.com/realestateandhomes-search/Minnesota
reltor,28,12,1,9900,94,1.12,0.16,242000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
rent to own near me,25,10,3,9900,77,1.27,0.44,99,transactional,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,https://www.zillow.com/chicago-il/available-for-lease-to-own_att/,https://www.realtor.com/rent-to-own
rental house by owner,36,9,11,9900,86,0.73,0.26,316000000,informational,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,https://www.zillow.com/lawrenceville-ga/rent-houses/,https://www.realtor.com/advice/rent/my-landlord-is-selling/
rental places near me,60,3,10,9900,100,0.56,0.36,82,transactional,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
rental realtors near me,24,8,1,9900,100,1.83,0.33,69,transactional,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
sarah lin real estate,14,7,4,9900,34,0.00,0,84,"informational, transactional",https://www.homelight.com/agents/sarah-lin-ca-01485177,https://www.zillow.com/profile/sarahlin1,https://www.realtor.com/realestateagents/56d61667f384a201005efcd8
suzi espinoza realtor,21,15,5,9900,19,0.00,0,61,informational,https://www.homelight.com/phoenix-az/agents,https://www.zillow.com/homedetails/1117-16th-St-Greeley-CO-80631/14072826_zpid/,https://www.realtor.com/realestateagents/5a288ea5248e9400108f1588
truilia,70,3,50,9900,89,1.10,0.02,75,navigational,https://www.homelight.com/blog/best-real-estate-websites/,https://www.zillow.com/,https://www.realtor.com/international/bs/
what's my house worth,11,1,3,9900,88,2.53,0.56,12420000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
whats my house worth,10,1,3,9900,89,2.53,0.56,11520000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
32789,52,2,1,8100,52,0.29,0,3260000,informational,https://www.homelight.com/32789-fl/sold,https://www.zillow.com/winter-park-fl-32789/,https://www.realtor.com/realestateandhomes-search/32789
buy homes,37,1,2,8100,100,6.13,0.29,93,transactional,https://www.homelight.com/blog/sell-house-for-cash/,https://www.zillow.com/,https://www.realtor.com/
buying homes,52,1,2,8100,100,6.13,0.29,483000000,transactional,https://www.homelight.com/blog/house-buying-companies/,https://www.zillow.com/,https://www.realtor.com/
garage house,55,11,41,8100,54,1.27,1,773000000,informational,https://www.homelight.com/blog/how-much-does-an-attached-garage-add-to-home-value/,https://www.zillow.com/ny/4-car-garage_att/,https://www.realtor.com/realestateandhomes-search/Memphis_TN/with_garage2ormore
giselle ramirez,57,28,26,8100,23,0.00,0,97,informational,https://www.homelight.com/agents/giselle-ramirez-fl-03026713,https://www.zillow.com/profile/giselleramirezestates,https://www.realtor.com/realestateagents/622bcfe243d6fb8f7c876613
homes for foreclosure,88,4,6,8100,92,0.81,0.5,29900000,informational,https://www.homelight.com/blog/can-i-sell-my-home-if-it-is-in-foreclosure/,https://www.zillow.com/fl/foreclosures/,https://www.realtor.com/foreclosure
homes for sale el paso tx,47,2,1,8100,67,0.35,0.4,97,"informational, transactional",https://www.homelight.com/el-paso-tx/top-real-estate-agents,https://www.zillow.com/el-paso-tx/,https://www.realtor.com/realestateandhomes-search/El-Paso_TX
homes for sale in arizona,90,1,2,8100,79,0.59,0.35,84500000,"informational, transactional",https://www.homelight.com/arizona-village-az/real-estate-agent-commissions,https://www.zillow.com/az/,https://www.realtor.com/realestateandhomes-search/Arizona
homes for sale in bakersfield ca,12,1,2,8100,67,0.31,0.3,6770000,"informational, transactional",https://www.homelight.com/bakersfield-ca/homes-for-sale/single-family-homes,https://www.zillow.com/bakersfield-ca/,https://www.realtor.com/realestateandhomes-search/Bakersfield_CA
homes for sale in charlotte nc,74,2,1,8100,72,0.75,0.36,19100000,"informational, transactional",https://www.homelight.com/charlotte-nc/top-real-estate-agents,https://www.zillow.com/charlotte-nc/,https://www.realtor.com/realestateandhomes-search/Charlotte_NC
homes for sale in franklin tn,46,2,1,8100,66,0.59,0.35,11500000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/franklin-tn,https://www.zillow.com/franklin-tn/,https://www.realtor.com/realestateandhomes-search/Franklin_TN
homes for sale in nc,49,2,1,8100,71,0.50,0.32,81,"informational, transactional",https://www.homelight.com/states/nc/homes-for-sale,https://www.zillow.com/nc/,https://www.realtor.com/realestateandhomes-search/North-Carolina
homes for sale louisville ky,53,1,2,8100,69,0.52,0.3,9460000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/louisville-ky,https://www.zillow.com/louisville-ky/,https://www.realtor.com/realestateandhomes-search/Louisville_KY
homes for sale sarasota fl,61,2,1,8100,72,0.56,0.4,98,"informational, transactional",https://www.homelight.com/sarasota-fl/top-real-estate-agents,https://www.zillow.com/sarasota-fl/,https://www.realtor.com/realestateandhomes-search/Sarasota_FL
homes for sale wichita ks,54,2,1,8100,63,0.59,0.29,6130000,"informational, transactional",https://www.homelight.com/wichita-ks/top-real-estate-agents,https://www.zillow.com/wichita-ks/,https://www.realtor.com/realestateandhomes-search/Wichita_KS
house buy,85,1,2,8100,100,2.87,0.42,6030000000,transactional,https://www.homelight.com/blog/buyer-how-to-buy-a-house-before-its-listed-on-mls/,https://www.zillow.com/,https://www.realtor.com/
house for sale in florida,49,1,2,8100,76,0.60,0.38,672000000,"informational, transactional",https://www.homelight.com/blog/how-to-sell-a-house-by-owner-in-florida/,https://www.zillow.com/fl/,https://www.realtor.com/realestateandhomes-search/Florida
houses for rent by private landlords,57,6,41,8100,63,0.61,0.24,19700000,informational,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,https://www.zillow.com/mi/rent-houses/,https://www.realtor.com/rentals
houses near me for rent,20,1,5,8100,94,0.43,0.35,57,"informational, transactional",https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
how much can i afford for a house,32,4,22,8100,84,1.77,0.32,357000000,informational,https://www.homelight.com/how-much-house-can-i-afford,https://www.zillow.com/mortgage-calculator/house-affordability/,https://www.realtor.com/mortgage/tools/affordability-calculator/
how much mortgage can i qualify for,79,4,44,8100,83,3.06,0.4,497000000,informational,https://www.homelight.com/blog/buyer-i-make-70000-a-year-how-much-house-can-i-afford/,https://www.zillow.com/mortgage-calculator/house-affordability/,https://www.realtor.com/mortgage/tools/affordability-calculator/
how to figure out square footage,84,55,13,8100,82,0.41,0.05,0,informational,https://www.homelight.com/blog/how-to-measure-square-footage-of-a-house/,https://www.zillow.com/blog/how-to-measure-your-homes-square-footage-92175/,https://www.realtor.com/advice/sell/how-to-calculate-square-feet/
las vegas real estate,58,2,1,8100,80,0.92,0.35,142000000,informational,https://www.homelight.com/las-vegas-nv/top-real-estate-agents,https://www.zillow.com/las-vegas-nv/,https://www.realtor.com/realestateandhomes-search/Las-Vegas_NV
my home value,10,1,2,8100,90,2.78,0.61,5320000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
naples florida real estate,66,2,1,8100,72,0.82,0.42,14600000,informational,https://www.homelight.com/naples-fl/top-real-estate-agents,https://www.zillow.com/naples-fl/,https://www.realtor.com/realestateandhomes-search/Naples_FL
open houses,21,1,10,8100,57,0.00,0.09,1520000000,informational,https://www.homelight.com/blog/are-open-houses-worth-it/,https://www.zillow.com/homes/for_sale/1_open/,https://www.realtor.com/realestateandhomes-search/Philadelphia_PA/show-open-house
paint color,79,67,50,8100,83,0.49,1,1160000000,commercial,https://www.homelight.com/blog/best-paint-colors-for-selling-a-house/,https://www.zillow.com/resources/stay-informed/best-paint-colors-sell-house/,https://www.realtor.com/advice/home-improvement/how-to-match-paint-color-without-a-sample/
real estate one,59,16,7,8100,58,0.59,0.2,2000000000,navigational,https://www.homelight.com/blog/how-many-realtors-in-the-us/,https://www.zillow.com/mi/,https://www.realtor.com/realestateagency/56734ea27e54f701001d9bdf
realotr,29,11,1,8100,94,1.12,0.16,258000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
reator,28,11,1,8100,94,1.17,0.19,247000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
redfin home value,42,6,14,8100,84,2.07,0.43,89,"informational, transactional",https://www.homelight.com/blog/buyer-most-accurate-home-value-website/,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
san diego homes for sale,53,1,2,8100,66,0.79,0.35,100,"informational, transactional",https://www.homelight.com/blog/buyer-buy-house-san-diego/,https://www.zillow.com/san-diego-ca/,https://www.realtor.com/realestateandhomes-search/San-Diego_CA
sell my house,8,4,2,8100,92,43.11,0.45,12270000000,commercial,https://www.homelight.com/,https://www.zillow.com/sell/,https://www.realtor.com/sell/
single family home,45,8,2,8100,70,1.11,0.12,5060000000,informational,https://www.homelight.com/blog/buyer-what-is-a-single-family-home/,https://www.zillow.com/milwaukee-wi/houses/,https://www.realtor.com/advice/buy/what-is-a-single-family-home/
steps to buying a house,37,5,10,8100,86,2.21,0.37,495000000,transactional,https://www.homelight.com/blog/buyer-steps-to-buying-a-house/,https://www.zillow.com/home-buying-guide/10-steps-to-buying-a-home/,https://www.realtor.com/advice/buy/10-step-guide-for-first-time-home-buyers/
tealtor,28,13,1,8100,100,1.12,0.16,256000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
the villages florida homes for sale,31,3,1,8100,66,0.34,0.44,89,"informational, transactional",https://www.homelight.com/the-villages-fl/homes-for-sale,https://www.zillow.com/the-villages-fl/,https://www.realtor.com/realestateandhomes-search/The-Villages_FL
two story house,39,6,32,8100,58,1.17,1,5300000000,informational,https://www.homelight.com/blog/cost-to-add-a-second-story/,https://www.zillow.com/houston-tx/two-story-house_att/,https://www.realtor.com/advice/buy/one-story-vs-two-story-home-which-is-better/
what credit score is needed to buy a house,83,73,62,8100,72,2.64,0.46,433000000,informational,https://www.homelight.com/blog/buyer-minimum-credit-score-to-buy-a-house/,https://www.zillow.com/mortgage-learning/bad-credit-home-loans/,https://www.realtor.com/advice/finance/what-is-a-good-credit-score/
what does pending mean in real estate,55,22,5,8100,65,5.32,0,31900000,informational,https://www.homelight.com/blog/sale-pending-what-sellers-should-know/,https://www.zillow.com/sellers-guide/why-pending-home-sales-fall-through/,https://www.realtor.com/advice/buy/what-does-sale-pending-mean/
what mortgage can i afford,41,4,24,8100,88,2.34,0.28,76000000,informational,https://www.homelight.com/how-much-house-can-i-afford,https://www.zillow.com/mortgage-calculator/house-affordability/,https://www.realtor.com/mortgage/tools/affordability-calculator/
apartments with attached garages,60,20,15,6600,50,1.08,0.19,6230000,commercial,https://www.homelight.com/blog/how-much-does-a-detached-garage-add-to-property-value/,https://www.zillow.com/houston-tx/attached-garage_att/,https://www.realtor.com/apartments/Los-Angeles_CA/with_garage2ormore
bakersfield homes for sale,39,2,1,6600,68,0.34,0.33,7340000,"informational, transactional",https://www.homelight.com/bakersfield-ca/real-estate-agent-commissions,https://www.zillow.com/bakersfield-ca/,https://www.realtor.com/realestateandhomes-search/Bakersfield_CA
best buy el paso,82,61,73,6600,44,0.34,0.1,117000000,transactional,https://www.homelight.com/el-paso-tx/top-real-estate-agents,https://www.zillow.com/el-paso-tx/,https://www.realtor.com/realestateandhomes-search/El-Paso_TX
buy a home,27,1,3,6600,100,6.13,0.29,95,transactional,https://www.homelight.com/blog/buyer-how-to-buy-a-house-while-selling-your-own/,https://www.zillow.com/,https://www.realtor.com/
buy house near me,43,3,4,6600,100,1.33,0.42,5230000000,transactional,https://www.homelight.com/blog/buyer-how-to-find-cheap-houses-to-buy/,https://www.zillow.com/,https://www.realtor.com/
buying house,68,1,2,6600,100,2.87,0.42,7910000000,transactional,https://www.homelight.com/blog/buyer-buying-a-house-with-cash-process/,https://www.zillow.com/,https://www.realtor.com/
calculate mortgage affordability,89,4,19,6600,83,1.46,0.3,7090000,informational,https://www.homelight.com/how-much-house-can-i-afford,https://www.zillow.com/mortgage-calculator/house-affordability/,https://www.realtor.com/mortgage/tools/affordability-calculator/
cheap houses,27,18,23,6600,78,0.74,0.98,3310000000,commercial,https://www.homelight.com/blog/buyer-how-to-find-cheap-houses-to-buy/,https://www.zillow.com/homes/for_sale/,https://www.realtor.com/advice/buy/cheap-houses-for-sale-bargains/
contemporary homes,77,34,37,6600,57,1.19,1,209000000,informational,https://www.homelight.com/blog/buyer-contemporary-house-design/,https://www.zillow.com/miami-fl/contemporary-style_att/,https://www.realtor.com/news/trends/modern-contemporary-whats-difference-home-styles/
contingent vs pending,47,39,23,6600,65,0.00,0,31200000,"commercial, informational",https://www.homelight.com/blog/real-estate-pending-vs-contingent/,https://www.zillow.com/sellers-guide/why-pending-home-sales-fall-through/,https://www.realtor.com/advice/buy/what-do-the-status-remarks-mean-active-contingent-etc/
edisto realty,49,23,5,6600,57,0.37,0.33,89,navigational,https://www.homelight.com/edisto-island-sc/top-real-estate-agents,https://www.zillow.com/edisto-beach-sc/,https://www.realtor.com/realestateandhomes-search/Edisto-Island_SC
florida condos for sale,40,2,1,6600,69,0.43,0.45,25300000,"informational, transactional",https://www.homelight.com/fl/homes-for-sale/condos,https://www.zillow.com/fl/condos/,https://www.realtor.com/realestateandhomes-search/Florida/type-condo
high end real estate in clark county wa,73,2,13,6600,44,0.42,0.05,91,informational,https://www.homelight.com/clark-county-wa/top-real-estate-agents?sort=most-bought,https://www.zillow.com/clark-county-wa/luxury-homes/,https://www.realtor.com/realestateandhomes-search/Clark-County_WA
home buy,64,1,2,6600,100,6.13,0.29,10940000000,transactional,https://www.homelight.com/,https://www.zillow.com/,https://www.realtor.com/
home buys,61,11,35,6600,52,6.13,0.29,12340000000,navigational,https://www.homelight.com/,https://www.zillow.com/,https://www.realtor.com/
home rental,88,7,6,6600,100,0.50,0.38,3020000000,commercial,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
home value estimate,8,2,3,6600,89,2.56,0.62,749000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
homes for sale columbia sc,55,1,2,6600,71,0.70,0.37,95,"informational, transactional",https://www.homelight.com/columbia-sc/top-real-estate-agents,https://www.zillow.com/columbia-sc/,https://www.realtor.com/realestateandhomes-search/Columbia_SC
