Keyword,homelight.com,homes.com,century21.com,coldwellbanker.com,sothebysrealty.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),homes.com (pages),century21.com (pages),coldwellbanker.com (pages),sothebysrealty.com (pages)
high end real estate in clark county wa,73,12,15,30,3,6600,44,0.42,0.05,91,informational,https://www.homelight.com/clark-county-wa/top-real-estate-agents?sort=most-bought,https://www.homes.com/clark-county-wa/,https://www.century21.com/real-estate/clark-county-wa/LNWACLARK/?pt=1,https://www.coldwellbanker.com/for-sale-homes/Vancouver-WA-9202c,https://www.sothebysrealty.com/eng/sales/clark-county-wa-area
homes for sale columbus ohio,44,8,10,11,14,6600,68,0.67,0.35,17200000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/columbus-oh,https://www.homes.com/columbus-oh/,https://www.century21.com/real-estate/columbus-oh/LCOHCOLUMBUS/,https://www.coldwellbanker.com/for-sale-homes/Columbus-OH-12172c,https://www.sothebysrealty.com/eng/sales/columbus-oh-usa
homes for sale greenville sc,69,7,9,8,11,6600,65,0.60,0.42,8260000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/greenville-sc,https://www.homes.com/greenville-sc/,https://www.century21.com/real-estate/greenville-sc/LCSCGREENVILLE/,https://www.coldwellbanker.com/for-sale-homes/Greenville-SC-14123c,https://www.sothebysrealty.com/eng/sales/greenville-sc-usa
homes for sale houston tx,52,7,9,16,19,6600,80,0.55,0.38,97,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/houston-tx,https://www.homes.com/houston-tx/,https://www.century21.com/real-estate/houston-tx/LCTXHOUSTON/,https://www.coldwellbanker.com/for-sale-homes/Houston-TX-4206c,https://www.sothebysrealty.com/eng/sales/houston-tx-usa
homes for sale in naples fla,62,8,10,15,14,6600,72,0.71,0.41,9180000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/naples-fl,https://www.homes.com/naples-fl/,https://www.century21.com/real-estate/naples-fl/LCFLNAPLES/,https://www.coldwellbanker.com/for-sale-homes/Naples-FL-6025c,https://www.sothebysrealty.com/eng/sales/naples-fl-usa
homes for sale in savannah ga,66,7,8,11,17,6600,66,0.49,0.41,9670000,"informational, transactional",https://www.homelight.com/savannah-ga/real-estate-agent-commissions,https://www.homes.com/savannah-ga/,https://www.century21.com/real-estate/savannah-ga/LCGASAVANNAH/,https://www.coldwellbanker.com/for-sale-homes/Savannah-GA-8041c,https://www.sothebysrealty.com/eng/sales/savannah-ga-usa
homes for sale in tampa fl,94,8,9,11,15,6600,72,0.40,0.38,14500000,"informational, transactional",https://www.homelight.com/blog/buyer-i-bought-a-house-in-tampa/,https://www.homes.com/tampa-fl/,https://www.century21.com/real-estate/tampa-fl/LCFLTAMPA/,https://www.coldwellbanker.com/for-sale-homes/Tampa-FL-8835c,https://www.sothebysrealty.com/eng/sales/tampa-fl-usa
homes for sale in tucson az,47,7,9,19,14,6600,74,0.87,0.37,7620000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/tucson-az,https://www.homes.com/tucson-az/,https://www.century21.com/real-estate/tucson-az/LCAZTUCSON/,https://www.coldwellbanker.com/for-sale-homes/Tucson-AZ-87c,https://www.sothebysrealty.com/eng/sales/tucson-az-usa
homes for sale knoxville tn,57,7,9,10,13,6600,68,0.40,0.34,7690000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/knoxville-tn,https://www.homes.com/knoxville-tn/,https://www.century21.com/real-estate/knoxville-tn/LCTNKNOXVILLE/,https://www.coldwellbanker.com/for-sale-homes/Knoxville-TN-15350c,https://www.sothebysrealty.com/eng/sales/knoxville-tn-usa
homes for sale naples fla,56,8,10,15,13,6600,72,0.71,0.41,9300000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/naples-fl,https://www.homes.com/naples-fl/,https://www.century21.com/real-estate/naples-fl/LCFLNAPLES/,https://www.coldwellbanker.com/for-sale-homes/Naples-FL-6025c,https://www.sothebysrealty.com/eng/sales/naples-fl-usa
homes for sale tucson az,46,8,9,12,14,6600,75,0.87,0.37,8950000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/tucson-az,https://www.homes.com/tucson-az/,https://www.century21.com/real-estate/tucson-az/LCAZTUCSON/,https://www.coldwellbanker.com/for-sale-homes/Tucson-AZ-87c,https://www.sothebysrealty.com/eng/sales/tucson-az-usa
homes for sale tyler tx,29,7,8,11,16,6600,60,0.39,0.35,7190000,"informational, transactional",https://www.homelight.com/tyler-tx/homes-for-sale/2-bedroom,https://www.homes.com/tyler-tx/,https://www.century21.com/real-estate/tyler-tx/LCTXTYLER/,https://www.coldwellbanker.com/for-sale-homes/Tyler-TX-20011c,https://www.sothebysrealty.com/eng/sales/tyler-tx-usa
homes for sale vancouver wa,48,7,8,10,17,6600,67,0.59,0.34,11200000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/vancouver-wa,https://www.homes.com/vancouver-wa/,https://www.century21.com/real-estate/vancouver-wa/LCWAVANCOUVER/,https://www.coldwellbanker.com/for-sale-homes/Vancouver-WA-9202c,https://www.sothebysrealty.com/eng/sales/vancouver-wa-usa
homes for sale venice fl,57,9,13,19,15,6600,65,0.56,0.39,6110000,"informational, transactional",https://www.homelight.com/south-venice-fl/homes-for-sale,https://www.homes.com/venice-fl/,https://www.century21.com/real-estate/venice-fl/LCFLVENICE/,https://www.coldwellbanker.com/for-sale-homes/Venice-FL-9214c,https://www.sothebysrealty.com/eng/sales/venice-fl-usa
houses for sale in charlotte nc,70,6,11,28,35,6600,72,0.73,0.41,15400000,"informational, transactional",https://www.homelight.com/charlotte-nc/top-real-estate-agents,https://www.homes.com/charlotte-nc/,https://www.century21.com/real-estate/charlotte-nc/LCNCCHARLOTTE/,https://www.coldwellbanker.com/for-sale-homes/Charlotte-NC-199c,https://www.sothebysrealty.com/eng/sales/charlotte-nc-usa
jacksonville fl homes for sale,30,7,9,12,26,6600,71,0.76,0.4,14500000,"informational, transactional",https://www.homelight.com/jacksonville-fl/homes-for-sale,https://www.homes.com/jacksonville-fl/,https://www.century21.com/real-estate/jacksonville-fl/LCFLJACKSONVILLE/,https://www.coldwellbanker.com/for-sale-homes/Jacksonville-FL-373c,https://www.sothebysrealty.com/eng/sales/jacksonville-fl-usa
sarasota florida real estate,83,10,12,13,14,6600,75,0.66,0.42,13700000,informational,https://www.homelight.com/sarasota-fl/top-real-estate-agents,https://www.homes.com/sarasota-fl/,https://www.century21.com/real-estate/sarasota-fl/LCFLSARASOTA/,https://www.coldwellbanker.com/for-sale-homes/Sarasota-FL-8019c,https://www.sothebysrealty.com/eng/sales/sarasota-fl-usa
tampa homes for sale,93,7,9,11,13,6600,73,0.51,0.37,21200000,"informational, transactional",https://www.homelight.com/blog/buyer-i-bought-a-house-in-tampa/,https://www.homes.com/tampa-fl/,https://www.century21.com/real-estate/tampa-fl/LCFLTAMPA/,https://www.coldwellbanker.com/for-sale-homes/Tampa-FL-8835c,https://www.sothebysrealty.com/eng/sales/tampa-fl-usa
asheville nc real estate,49,12,17,26,13,5400,71,0.50,0.36,8970000,informational,https://www.homelight.com/asheville-nc/top-real-estate-agents,https://www.homes.com/asheville-nc/,https://www.century21.com/real-estate/asheville-nc/LCNCASHEVILLE/,https://www.coldwellbanker.com/for-sale-homes/Asheville-NC-10393c,https://www.sothebysrealty.com/eng/sales/asheville-nc-usa
california real estate,93,13,5,62,16,5400,83,1.31,0.25,1400000000,informational,https://www.homelight.com/blog/real-estate-companies-in-california/,https://www.homes.com/california/,https://www.century21.com/real-estate/california/LSCA/,https://www.coldwellbanker.com/california-real-estate-brokers?src=hp,https://www.sothebysrealty.com/eng/sales/ca-usa
chicago real estate,96,18,8,34,16,5400,77,0.67,0.28,378000000,informational,https://www.homelight.com/chicago-il/top-real-estate-agents,https://www.homes.com/chicago-il/,https://www.century21.com/real-estate/chicago-il/LCILCHICAGO/,https://www.coldwellbanker.com/for-sale-homes/Chicago-IL-98c,https://www.sothebysrealty.com/eng/sales/chicago-il-usa
colorado springs homes for sale,31,8,9,10,12,5400,70,1.59,0.4,25700000,"informational, transactional",https://www.homelight.com/colorado-springs-co/homes-for-sale,https://www.homes.com/colorado-springs-co/,https://www.century21.com/real-estate/colorado-springs-co/LCCOCOLORADOSPRINGS/,https://www.coldwellbanker.com/for-sale-homes/Colorado-Springs-CO-2160c,https://www.sothebysrealty.com/eng/sales/colorado-springs-co-usa
denver homes for sale,81,7,11,16,15,5400,75,1.58,0.37,29400000,"informational, transactional",https://www.homelight.com/blog/homes-styles-denver-real-estate-market/,https://www.homes.com/denver-co/homes-for-sale/,https://www.century21.com/real-estate/denver-co/LCCODENVER/,https://www.coldwellbanker.com/for-sale-homes/Denver-CO-2546c,https://www.sothebysrealty.com/eng/sales/denver-co-usa
homes for sale billings mt,61,7,6,8,18,5400,53,0.40,0.33,1990000,"informational, transactional",https://www.homelight.com/billings-mt/top-real-estate-agents,https://www.homes.com/billings-mt/,https://www.century21.com/real-estate/billings-mt/LCMTBILLINGS/,https://www.coldwellbanker.com/for-sale-homes/Billings-MT-10881c,https://www.sothebysrealty.com/eng/sales/billings-mt-usa
homes for sale chattanooga tn,50,8,9,10,16,5400,62,0.54,0.36,5670000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/chattanooga-tn,https://www.homes.com/chattanooga-tn/,https://www.century21.com/real-estate/chattanooga-tn/LCTNCHATTANOOGA/,https://www.coldwellbanker.com/for-sale-homes/Chattanooga-TN-11792c,https://www.sothebysrealty.com/eng/sales/chattanooga-tn-usa
homes for sale destin fl,61,7,15,10,14,5400,63,0.32,0.39,4000000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/destin-fl,https://www.homes.com/destin-fl/,https://www.century21.com/real-estate/destin-fl/LCFLDESTIN/,https://www.coldwellbanker.com/for-sale-homes/Destin-FL-12675c,https://www.sothebysrealty.com/eng/sales/destin-fl-usa
homes for sale franklin tn,48,8,31,10,11,5400,63,0.59,0.35,11500000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/franklin-tn,https://www.homes.com/franklin-tn/,https://www.century21.com/real-estate/franklin-tn/LCTNFRANKLIN/,https://www.coldwellbanker.com/for-sale-homes/Franklin-TN-162c,https://www.sothebysrealty.com/eng/sales/franklin-tn-usa
homes for sale gainesville fl,53,7,8,9,11,5400,58,0.46,0.34,6900000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/gainesville-fl,https://www.homes.com/gainesville-fl/,https://www.century21.com/real-estate/gainesville-fl/LCFLGAINESVILLE/,https://www.coldwellbanker.com/for-sale-homes/Gainesville-FL-3419c,https://www.sothebysrealty.com/eng/sales/gainesville-fl-usa
homes for sale in clarksville tn,42,7,8,11,13,5400,60,1.15,0.38,85,"informational, transactional",https://www.homelight.com/clarksville-tn/homes-for-sale,https://www.homes.com/clarksville-tn/,https://www.century21.com/real-estate/clarksville-tn/LCTNCLARKSVILLE/,https://www.coldwellbanker.com/for-sale-homes/Clarksville-TN-319c,https://www.sothebysrealty.com/eng/sales/clarksville-tn-usa
homes for sale in fresno ca,51,7,6,11,14,5400,62,0.43,0.34,11400000,"informational, transactional",https://www.homelight.com/fresno-ca/top-real-estate-agents,https://www.homes.com/fresno-ca/,https://www.century21.com/real-estate/fresno-ca/LCCAFRESNO/,https://www.coldwellbanker.com/for-sale-homes/Fresno-CA-3387c,https://www.sothebysrealty.com/eng/sales/fresno-ca-usa
homes for sale in missouri,69,5,4,28,16,5400,67,0.37,0.24,42000000,"informational, transactional",https://www.homelight.com/states/mo/homes-for-sale,https://www.homes.com/missouri/,https://www.century21.com/real-estate/missouri/LSMO/,https://www.coldwellbanker.com/missouri-real-estate-brokers?src=hp,https://www.sothebysrealty.com/eng/sales/mo-usa
homes for sale in phoenix az,65,5,9,23,14,5400,73,0.71,0.36,14600000,"informational, transactional",https://www.homelight.com/phoenix-az/sell-house-fast,https://www.homes.com/phoenix-az/,https://www.century21.com/real-estate/phoenix-az/LCAZPHOENIX/,https://www.coldwellbanker.com/for-sale-homes/Phoenix-AZ-6917c,https://www.sothebysrealty.com/eng/sales/phoenix-az-usa
homes for sale in rochester mn,57,9,11,10,14,5400,56,0.53,0.34,6620000,"informational, transactional",https://www.homelight.com/rochester-mn/real-estate-agent-commissions,https://www.homes.com/rochester-mn/,https://www.century21.com/real-estate/rochester-mn/LCMNROCHESTER/,https://www.coldwellbanker.com/for-sale-homes/Rochester-MN-18550c,https://www.sothebysrealty.com/eng/sales/rochester-mn-usa
homes for sale in scottsdale az,53,7,10,8,9,5400,67,0.86,0.35,7370000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/scottsdale-az,https://www.homes.com/scottsdale-az/,https://www.century21.com/real-estate/scottsdale-az/LCAZSCOTTSDALE/,https://www.coldwellbanker.com/for-sale-homes/Scottsdale-AZ-8083c,https://www.sothebysrealty.com/eng/sales/scottsdale-az-usa
homes for sale in the villages florida,48,8,9,11,12,5400,72,0.34,0.44,95,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/the-villages-fl,https://www.homes.com/the-villages-fl/,https://www.century21.com/real-estate/the-villages-fl/LCFLTHEVILLAGES/,https://www.coldwellbanker.com/for-sale-homes/The-Villages-FL-8897c,https://www.sothebysrealty.com/eng/sales/the-villages-fl-usa
homes for sale in virginia beach,59,6,8,27,15,5400,69,0.63,0.45,29700000,"informational, transactional",https://www.homelight.com/virginia-beach-va/top-real-estate-agents,https://www.homes.com/virginia-beach-va/,https://www.century21.com/real-estate/virginia-beach-va/LCVAVIRGINIABEACH/,https://www.coldwellbanker.com/for-sale-homes/Virginia-Beach-VA-434c,https://www.sothebysrealty.com/eng/sales/virginia-beach-va-usa
homes for sale naples fl,57,8,10,15,13,5400,72,0.71,0.41,10400000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/naples-fl,https://www.homes.com/naples-fl/,https://www.century21.com/real-estate/naples-fl/LCFLNAPLES/,https://www.coldwellbanker.com/for-sale-homes/Naples-FL-6025c,https://www.sothebysrealty.com/eng/sales/naples-fl-usa
homes for sale nashville tn,66,6,7,22,15,5400,72,0.74,0.32,11500000,"informational, transactional",https://www.homelight.com/nashville-tn/top-real-estate-agents,https://www.homes.com/nashville-tn/,https://www.century21.com/real-estate/nashville-tn/LCTNNASHVILLE/,https://www.coldwellbanker.com/for-sale-homes/Nashville-TN-232c,https://www.sothebysrealty.com/eng/sales/nashville-tn-usa
homes for sale reno nv,54,7,8,9,12,5400,68,0.94,0.39,9450000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/reno-nv,https://www.homes.com/reno-nv/,https://www.century21.com/real-estate/reno-nv/LCNVRENO/,https://www.coldwellbanker.com/for-sale-homes/Reno-NV-7408c,https://www.sothebysrealty.com/eng/sales/reno-nv-usa
homes for sale rochester ny,40,7,8,17,13,5400,69,0.32,0.27,11500000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/rochester-ny,https://www.homes.com/rochester-ny/,https://www.century21.com/real-estate/rochester-ny/LCNYROCHESTER/,https://www.coldwellbanker.com/for-sale-homes/East-Rochester-NY-2803c,https://www.sothebysrealty.com/eng/sales/rochester-ny-usa
homes for sale savannah ga,66,7,8,11,12,5400,66,0.49,0.41,9160000,"informational, transactional",https://www.homelight.com/savannah-ga/real-estate-agent-commissions,https://www.homes.com/savannah-ga/,https://www.century21.com/real-estate/savannah-ga/LCGASAVANNAH/,https://www.coldwellbanker.com/for-sale-homes/Savannah-GA-8041c,https://www.sothebysrealty.com/eng/sales/savannah-ga-usa
homes for sale st petersburg fl,58,8,9,11,17,5400,63,0.40,0.4,6290000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/st-petersburg-fl,https://www.homes.com/saint-petersburg-fl/,https://www.century21.com/real-estate/saint-petersburg-fl/LCFLSAINTPETERSBURG/,https://www.coldwellbanker.com/for-sale-homes/Saint-Petersburg-FL-7881c,https://www.sothebysrealty.com/eng/sales/st-petersburg-fl-usa
houses for sale in jacksonville florida,59,7,9,12,23,5400,77,0.68,0.44,12800000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/jacksonville-fl,https://www.homes.com/jacksonville-fl/,https://www.century21.com/real-estate/jacksonville-fl/LCFLJACKSONVILLE/,https://www.coldwellbanker.com/for-sale-homes/Jacksonville-FL-373c,https://www.sothebysrealty.com/eng/sales/jacksonville-fl-usa
jacksonville florida homes for sale,34,7,9,12,16,5400,71,0.76,0.4,15900000,"informational, transactional",https://www.homelight.com/jacksonville-fl/homes-for-sale,https://www.homes.com/jacksonville-fl/,https://www.century21.com/real-estate/jacksonville-fl/LCFLJACKSONVILLE/,https://www.coldwellbanker.com/for-sale-homes/Jacksonville-FL-373c,https://www.sothebysrealty.com/eng/sales/jacksonville-fl-usa
port st lucie homes for sale,54,6,10,38,21,5400,64,0.46,0.45,100,"informational, transactional",https://www.homelight.com/port-st-lucie-fl/homes-for-sale,https://www.homes.com/port-saint-lucie-fl/,https://www.century21.com/real-estate/port-saint-lucie-fl/LCFLPORTSAINTLUCIE/,https://www.coldwellbanker.com/for-sale-homes/Port-Saint-Lucie-FL-7182c,https://www.sothebysrealty.com/eng/sales/port-st-lucie-fl-usa
santa fe real estate,44,11,9,10,8,5400,71,0.50,0.3,32200000,commercial,https://www.homelight.com/santa-fe-nm/top-real-estate-agents,https://www.homes.com/santa-fe-nm/,https://www.century21.com/real-estate/santa-fe-nm/LCNMSANTAFE/,https://www.coldwellbanker.com/for-sale-homes/Santa-Fe-NM-18830c,https://www.sothebysrealty.com/eng/sales/santa-fe-nm-usa
seattle real estate,69,15,8,7,13,5400,70,1.10,0.3,170000000,informational,https://www.homelight.com/seattle-wa/top-real-estate-agents,https://www.homes.com/seattle-wa/,https://www.century21.com/real-estate/seattle-wa/LCWASEATTLE/,https://www.coldwellbanker.com/for-sale-homes/Seattle-WA-130c,https://www.sothebysrealty.com/eng/sales/seattle-wa-usa
tyler texas homes for sale,32,7,8,12,15,5400,62,0.39,0.35,8150000,"informational, transactional",https://www.homelight.com/tyler-tx/homes-for-sale/2-bedroom,https://www.homes.com/tyler-tx/,https://www.century21.com/real-estate/tyler-tx/LCTXTYLER/,https://www.coldwellbanker.com/for-sale-homes/Tyler-TX-20011c,https://www.sothebysrealty.com/eng/sales/tyler-tx-usa
beverly hills houses,66,29,19,41,5,4400,72,0.64,0.23,21300000,informational,https://www.homelight.com/blog/buyer-buy-house-in-beverly-hills/,https://www.homes.com/beverly-hills-ca/,https://www.century21.com/real-estate/beverly-hills-mi/LCMIBEVERLYHILLS/,https://www.coldwellbanker.com/for-sale-homes/Beverly-Hills-FL-10843c,https://www.sothebysrealty.com/eng/sales/beverly-hills-ca-usa
bozeman montana real estate,66,9,7,8,14,4400,61,0.43,0.37,2830000,informational,https://www.homelight.com/bozeman-mt/top-real-estate-agents,https://www.homes.com/bozeman-mt/,https://www.century21.com/real-estate/bozeman-mt/LCMTBOZEMAN/,https://www.coldwellbanker.com/for-sale-homes/Bozeman-MT-11098c,https://www.sothebysrealty.com/eng/sales/bozeman-mt-usa
cape coral real estate,47,10,7,46,14,4400,71,0.61,0.39,10900000,informational,https://www.homelight.com/cape-coral-fl/top-real-estate-agents,https://www.homes.com/cape-coral-fl/,https://www.century21.com/real-estate/cape-coral-fl/LCFLCAPECORAL/,https://www.coldwellbanker.com/for-sale-homes/Cape-Coral-FL-1690c,https://www.sothebysrealty.com/eng/sales/cape-coral-fl-usa
colorado springs real estate,49,10,9,8,18,4400,70,1.67,0.37,49500000,informational,https://www.homelight.com/colorado-springs-co/top-real-estate-agents,https://www.homes.com/colorado-springs-co/,https://www.century21.com/real-estate/colorado-springs-co/LCCOCOLORADOSPRINGS/,https://www.coldwellbanker.com/for-sale-homes/Colorado-Springs-CO-2160c,https://www.sothebysrealty.com/eng/sales/colorado-springs-co-usa
denver real estate,88,13,10,11,47,4400,80,1.76,0.33,127000000,informational,https://www.homelight.com/denver-co/top-real-estate-agents,https://www.homes.com/denver-co/,https://www.century21.com/real-estate/denver-co/LCCODENVER/,https://www.coldwellbanker.com/for-sale-homes/Denver-CO-2546c,https://www.sothebysrealty.com/eng/sales/denver-co-usa
elk grove homes for sale,17,7,9,13,10,4400,57,0.41,0.34,9240000,"informational, transactional",https://www.homelight.com/elk-grove-ca/homes-for-sale,https://www.homes.com/elk-grove-ca/,https://www.century21.com/real-estate/elk-grove-ca/LCCAELKGROVE/,https://www.coldwellbanker.com/for-sale-homes/Elk-Grove-CA-2930c,https://www.sothebysrealty.com/eng/sales/elk-grove-ca-usa
fort myers real estate,46,10,9,13,22,4400,72,0.57,0.42,18500000,informational,https://www.homelight.com/fort-myers-fl/top-real-estate-agents,https://www.homes.com/fort-myers-fl/,https://www.century21.com/real-estate/fort-myers-fl/LCFLFORTMYERS/,https://www.coldwellbanker.com/for-sale-homes/Fort-Myers-FL-3291c,https://www.sothebysrealty.com/eng/sales/fort-myers-fl-usa
fort worth homes for sale,62,7,8,10,13,4400,67,0.78,0.38,34200000,"informational, transactional",https://www.homelight.com/fort-worth-tx/top-real-estate-agents,https://www.homes.com/fort-worth-tx/,https://www.century21.com/real-estate/fort-worth-tx/LCTXFORTWORTH/,https://www.coldwellbanker.com/for-sale-homes/Fort-Worth-TX-3299c,https://www.sothebysrealty.com/eng/sales/fort-worth-tx-usa
fresno homes for sale,57,8,6,11,15,4400,63,0.39,0.33,12800000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/fresno-ca,https://www.homes.com/fresno-ca/,https://www.century21.com/real-estate/fresno-ca/LCCAFRESNO/,https://www.coldwellbanker.com/for-sale-homes/Fresno-CA-3387c,https://www.sothebysrealty.com/eng/sales/fresno-ca-usa
hilton head real estate,45,8,10,7,28,4400,63,0.92,0.4,23600000,commercial,https://www.homelight.com/hilton-head-island-sc/top-real-estate-agents,https://www.homes.com/hilton-head-island-sc/,https://www.century21.com/real-estate/hilton-head-island-sc/LCSCHILTONHEADISLAND/,https://www.coldwellbanker.com/for-sale-homes/Hilton-Head-Island-SC-14608c,https://www.sothebysrealty.com/eng/sales/hilton-head-island-sc-usa
homes for sale atlanta ga,70,6,8,57,14,4400,75,0.47,0.38,0,"informational, transactional",https://www.homelight.com/atlanta-ga/real-estate-agent-commissions,https://www.homes.com/atlanta-ga/,https://www.century21.com/real-estate/atlanta-ga/LCGAATLANTA/,https://www.coldwellbanker.com/for-sale-homes/Atlanta-GA-776c,https://www.sothebysrealty.com/eng/sales/atlanta-ga-usa
