Keyword,homelight.com,homes.com,century21.com,coldwellbanker.com,sothebysrealty.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),homes.com (pages),century21.com (pages),coldwellbanker.com (pages),sothebysrealty.com (pages)
real estate agent scottsdale,6,68,15,17,69,720,57,12.30,0.7,13900000,commercial,https://www.homelight.com/scottsdale-az/top-real-estate-agents,https://www.homes.com/real-estate-agents/scottsdale-az/,https://www.century21.com/real-estate-agents/scottsdale-az/LCAZSCOTTSDALE/,"https://www.coldwellbanker.com/real-estate-agents/Scottsdale,AZ",https://www.sothebysrealty.com/eng/office/180-b-813-4000481/russ-lyon-sothebys-international-realty
realtor franklin tn,11,50,25,12,24,720,79,11.82,0.98,8000000,commercial,https://www.homelight.com/franklin-tn/top-real-estate-agents,https://www.homes.com/real-estate-agents/franklin-tn/,https://www.century21.com/real-estate-agents/franklin-tn/LCTNFRANKLIN/,https://www.coldwellbanker.com/for-sale-homes/Franklin-TN-162c,https://www.sothebysrealty.com/eng/sales/franklin-tn-usa
realtor huntsville al,13,46,23,40,42,720,64,6.34,0.92,4440000,navigational,https://www.homelight.com/huntsville-al/top-real-estate-agents,https://www.homes.com/real-estate-agents/david-hendrix/id-1960962/,https://www.century21.com/real-estate-agents/huntsville-al/LCALHUNTSVILLE/,https://www.coldwellbanker.com/for-sale-homes/Huntsville-AL-14829c,https://www.sothebysrealty.com/eng/associate/180-a-df191125113410842481/patrick-long
realtor lancaster pa,10,50,16,42,28,720,60,3.97,0.49,5250000,navigational,https://www.homelight.com/lancaster-pa/top-real-estate-agents,https://www.homes.com/lancaster-pa/,https://www.century21.com/real-estate-agents/lancaster-pa/LCPALANCASTER/,"https://www.coldwellbanker.com/real-estate-agents/Lancaster,PA",https://www.sothebysrealty.com/eng/office/180-b-3954-4001130/lusk-associates-sothebys-international-realty
realtors in clarksville tn,5,8,11,40,56,720,60,7.97,0.93,1690000,commercial,https://www.homelight.com/clarksville-tn/top-real-estate-agents,https://www.homes.com/real-estate-agents/clarksville-tn/,https://www.century21.com/real-estate-agents/clarksville-tn/LCTNCLARKSVILLE/,"https://www.coldwellbanker.com/real-estate-agents/Clarksville,TN",https://www.sothebysrealty.com/eng/sales/clarksville-tn-usa
san diego realtor,7,96,18,70,42,720,70,3.50,0.71,34400000,transactional,https://www.homelight.com/san-diego-ca/top-real-estate-agents,https://www.homes.com/real-estate-agents/san-diego-ca/,https://www.century21.com/real-estate-agents/san-diego-ca/LCCASANDIEGO/,https://www.coldwellbanker.com/for-sale-homes/San-Diego-CA-246c,https://www.sothebysrealty.com/eng/sales/san-diego-ca-usa
savannah area realtors,13,83,48,59,88,720,30,5.74,0.05,5460000,navigational,https://www.homelight.com/savannah-ga/top-real-estate-agents,https://www.homes.com/savannah-ga/,https://www.century21.com/real-estate/savannah-ga/LCGASAVANNAH/,"https://www.coldwellbanker.com/real-estate-agents/Savannah,GA",https://www.sothebysrealty.com/eng/associate/180-a-965-4010944/lynne-bozeman
grand rapids realtors,6,79,17,33,50,590,51,5.18,0.89,4250000,commercial,https://www.homelight.com/grand-rapids-mi/top-real-estate-agents,https://www.homes.com/grand-rapids-mi/,https://www.century21.com/real-estate/grand-rapids-mi/LCMIGRANDRAPIDS/,"https://www.coldwellbanker.com/coldwell-banker-schmidt,-realtors-8377c/grand-rapids-office-254181d",https://www.sothebysrealty.com/eng/sales/grand-rapids-mi-usa
list my home,9,55,72,29,65,590,90,26.47,0.45,12910000000,commercial,https://www.homelight.com/blog/what-should-i-list-my-house-for/,https://www.homes.com/how-to/sell-your-home/listing-your-house-for-sale/,https://www.century21.com/,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sell-with-us
louisville realtors,11,76,25,26,51,590,70,5.37,0.68,8850000,commercial,https://www.homelight.com/louisville-ky/top-real-estate-agents,https://www.homes.com/louisville-ky/,https://www.century21.com/real-estate-agents/louisville-ky/LCKYLOUISVILLE/,"https://www.coldwellbanker.com/real-estate-agents/Louisville,KY",https://www.sothebysrealty.com/eng/sales/louisville-ky-usa
realtor chattanooga tn,12,20,29,19,54,590,66,6.29,0.8,4080000,"navigational, transactional",https://www.homelight.com/chattanooga-tn/top-real-estate-agents,https://www.homes.com/real-estate-agents/chattanooga-tn/,https://www.century21.com/real-estate/chattanooga-tn/LCTNCHATTANOOGA/,"https://www.coldwellbanker.com/real-estate-agents/Chattanooga,TN",https://www.sothebysrealty.com/eng/sales/chattanooga-tn-usa
realtor new braunfels,10,44,19,25,42,590,59,4.23,0.57,99,navigational,https://www.homelight.com/new-braunfels-tx/top-real-estate-agents,https://www.homes.com/new-braunfels-tx/,https://www.century21.com/real-estate-agents/new-braunfels-tx/LCTXNEWBRAUNFELS/,"https://www.coldwellbanker.com/coldwell-banker-d%27ann-harper,-realtors-3970c/new-braunfels-office-130564d",https://www.sothebysrealty.com/eng/sales/new-braunfels-tx-usa
realtor st petersburg fl,10,38,11,20,14,590,58,5.67,0.94,97,"navigational, transactional",https://www.homelight.com/st-petersburg-fl/top-real-estate-agents,https://www.homes.com/saint-petersburg-fl/,https://www.century21.com/real-estate-agents/saint-petersburg-fl/LCFLSAINTPETERSBURG/,https://www.coldwellbanker.com/for-sale-homes/Saint-Petersburg-FL-7881c,https://www.sothebysrealty.com/eng/sales/st-petersburg-fl-usa
realtors in powell,6,18,21,17,33,590,47,0.00,0,9800000,commercial,https://www.homelight.com/powell-tn/top-real-estate-agents,https://www.homes.com/real-estate-agents/powell-wy/,https://www.century21.com/real-estate/powell-county-ky/LNKYPOWELL/,https://www.coldwellbanker.com/for-sale-homes/Powell-OH-18148c,https://www.sothebysrealty.com/eng/sales/powell-oh-usa
realtors in sarasota fl,5,78,9,34,48,590,62,9.38,1,30000000,commercial,https://www.homelight.com/sarasota-fl/top-real-estate-agents,https://www.homes.com/sarasota-fl/,https://www.century21.com/real-estate-agents/sarasota-fl/LCFLSARASOTA/,https://www.coldwellbanker.com/coldwell-banker-realty-12629c/sarasota-downtown-office-363381d,https://www.sothebysrealty.com/eng/sales/sarasota-fl-usa
waleska williams,28,60,43,66,68,590,22,0.00,0,742000,"commercial, informational",https://www.homelight.com/waleska-ga/top-real-estate-agents,https://www.homes.com/waleska-ga/land-for-sale/,https://www.century21.com/real-estate/waleska-ga/LCGAWALESKA/,https://www.coldwellbanker.com/for-sale-homes/Waleska-GA-9311c,https://www.sothebysrealty.com/eng/sales/waleska-ga-usa
cape coral realtors,5,94,8,17,43,480,55,6.14,0.72,3720000,commercial,https://www.homelight.com/cape-coral-fl/top-real-estate-agents,https://www.homes.com/cape-coral-fl/houses-for-sale/,https://www.century21.com/real-estate-agents/cape-coral-fl/LCFLCAPECORAL/,https://www.coldwellbanker.com/coldwell-banker-realty-12629c/cape-coral-office-363387d,https://www.sothebysrealty.com/eng/sales/cape-coral-fl-usa
evansville realtors,3,25,14,56,39,480,57,4.16,0.36,1790000,commercial,https://www.homelight.com/evansville-in/top-real-estate-agents,https://www.homes.com/evansville-in/,https://www.century21.com/real-estate/evansville-in/LCINEVANSVILLE/,https://www.coldwellbanker.com/for-sale-homes/Evansville-WI-13251c,https://www.sothebysrealty.com/encoresir/eng/sales/evansville-in-usa
janet jones realty,19,44,55,68,45,480,33,1.35,0.02,2020000,navigational,https://www.homelight.com/agents/janet-jones-nc-0211782,https://www.homes.com/real-estate-agents/casey-jones/dmne1ml/,https://www.century21.com/real-estate/little-rock-ar/LCARLITTLEROCK/?pt=2,https://www.coldwellbanker.com/coldwell-banker-mike-jones-company-4839c/oklahoma-city-office-154137d,https://www.sothebysrealty.com/eng/sales/detail/624-l-85903-22023969/120-crystal-court-hillcrest-little-rock-ar-72205
realtor bradenton fl,13,31,15,19,20,480,63,9.86,0.98,73,"navigational, transactional",https://www.homelight.com/bradenton-fl/top-real-estate-agents,https://www.homes.com/real-estate-agents/mary-serena/id-28438298/,https://www.century21.com/real-estate-agents/bradenton-fl/LCFLBRADENTON/,https://www.coldwellbanker.com/for-sale-homes/Bradenton-FL-1339c,https://www.sothebysrealty.com/eng/sales/bradenton-fl-usa
realtor chattanooga,14,47,38,41,75,480,67,5.10,0.71,3530000,"navigational, transactional",https://www.homelight.com/chattanooga-tn/top-real-estate-agents,https://www.homes.com/real-estate-agents/chattanooga-tn/,https://www.century21.com/real-estate-agents/chattanooga-tn/LCTNCHATTANOOGA/,"https://www.coldwellbanker.com/real-estate-agents/Chattanooga,TN",https://www.sothebysrealty.com/eng/sales/chattanooga-tn-usa
realtor henderson nv,13,26,18,20,19,480,63,6.77,0.98,3420000,"navigational, transactional",https://www.homelight.com/henderson-nv/top-real-estate-agents,https://www.homes.com/henderson-nv/,https://www.century21.com/real-estate-agents/henderson-nv/LCNVHENDERSON/,"https://www.coldwellbanker.com/real-estate-agents/Henderson,NV",https://www.sothebysrealty.com/eng/sales/henderson-nv-usa
san francisco real estate agents,8,94,14,11,35,480,57,10.07,1,21000000,commercial,https://www.homelight.com/san-francisco-ca/top-real-estate-agents,https://www.homes.com/real-estate-agents/san-francisco-ca/,https://www.century21.com/real-estate-agents/san-francisco-ca/LCCASANFRANCISCO/,"https://www.coldwellbanker.com/real-estate-agents/San-Francisco,CA",https://www.sothebysrealty.com/eng/sales/san-francisco-ca-usa
sedona realtors,6,32,34,7,19,480,49,2.31,0.14,5310000,commercial,https://www.homelight.com/sedona-az/top-real-estate-agents,https://www.homes.com/real-estate-agents/sedona-az/,https://www.century21.com/real-estate/sedona-az/LCAZSEDONA/,"https://www.coldwellbanker.com/real-estate-agents/Sedona,AZ",https://www.sothebysrealty.com/eng/office/180-b-497-4000577/russ-lyon-sothebys-international-realty
tenpenny realty,22,58,53,49,57,480,28,2.11,0.05,78,navigational,https://www.homelight.com/agents/penny-tenpenny-tn-296709,https://www.homes.com/richland-county-oh/p4/,https://www.century21.com/real-estate/fair-oaks-estates-dallas-fort-worth-tx/LR76182FAIROAKSESTATES/,https://www.coldwellbanker.com/for-sale-homes/North-Richland-Hills-TX-6352c/isforeclosure_1,https://www.sothebysrealty.com/eng/sales/fair-oaks-estates-north-richland-hills-tx-usa
vero beach realtors,6,7,9,11,49,480,55,5.28,0.75,2040000,commercial,https://www.homelight.com/vero-beach-fl/top-real-estate-agents,https://www.homes.com/real-estate-agents/vero-beach-fl/,https://www.century21.com/real-estate-agents/vero-beach-fl/LCFLVEROBEACH/,https://www.coldwellbanker.com/for-sale-homes/Vero-Beach-FL-9223c,https://www.sothebysrealty.com/eng/sales/vero-beach-fl-usa
aurora real estate,12,96,14,23,38,390,71,0.75,0.19,45200000,commercial,https://www.homelight.com/aurora-il/top-real-estate-agents,https://www.homes.com/east-aurora-ny/,https://www.century21.com/real-estate/aurora-co/LCCOAURORA/,https://www.coldwellbanker.com/for-sale-homes/Aurora-CO-809c,https://www.sothebysrealty.com/eng/sales/aurora-co-usa
austin texas realtors,20,93,39,95,80,390,52,10.95,0.99,9570000,commercial,https://www.homelight.com/austin-tx/top-real-estate-agents,https://www.homes.com/austin-tx/,https://www.century21.com/real-estate-agents/austin-tx/LCTXAUSTIN/,https://www.coldwellbanker.com/for-sale-homes/Austin-TX-35c,https://www.sothebysrealty.com/eng/sales/austin-tx-usa
boca raton realtors,5,78,27,11,44,390,58,5.11,0.88,3800000,commercial,https://www.homelight.com/boca-raton-fl/top-real-estate-agents,https://www.homes.com/boca-raton-fl/33433/,https://www.century21.com/real-estate-agents/boca-raton-fl/LCFLBOCARATON/,"https://www.coldwellbanker.com/real-estate-agents/Boca-Raton,FL",https://www.sothebysrealty.com/eng/sales/boca-raton-fl-usa
daytona beach realtors,6,52,7,12,57,390,42,7.67,0.99,1600000,commercial,https://www.homelight.com/daytona-beach-fl/top-real-estate-agents,https://www.homes.com/real-estate-agents/daytona-beach-shores-fl/,https://www.century21.com/real-estate-agents/daytona-beach-fl/LCFLDAYTONABEACH/,https://www.coldwellbanker.com/for-sale-homes/Daytona-Beach-FL-2471c,https://www.sothebysrealty.com/eng/sales/daytona-beach-fl-usa
kansas city realtors,9,28,19,10,82,390,56,3.23,0.61,10800000,commercial,https://www.homelight.com/kansas-city-mo/top-real-estate-agents,https://www.homes.com/real-estate-agents/kansas-city-ks/,https://www.century21.com/real-estate/kansas-city-mo/LCMOKANSASCITY/,"https://www.coldwellbanker.com/real-estate-agents/Kansas-City,MO",https://www.sothebysrealty.com/eng/sales/kansas-city-mo-usa
laguna beach real estate brokers,3,38,24,27,22,390,37,0.00,0,10600000,commercial,https://www.homelight.com/laguna-beach-ca/top-real-estate-agents,https://www.homes.com/real-estate-agents/laguna-beach-ca/,https://www.century21.com/real-estate-agents/laguna-niguel-ca/LCCALAGUNANIGUEL/,https://www.coldwellbanker.com/coldwell-banker-realty-12669c/laguna-beach-office-364099d,https://www.sothebysrealty.com/eng/sales/laguna-beach-ca-usa
miami beach real estate offices,4,83,28,6,57,390,49,0.00,0,43000000,commercial,https://www.homelight.com/miami-beach-fl/top-real-estate-agents,https://www.homes.com/real-estate-office/keller-williams-miami-beach-realty/hcid-151044830/,https://www.century21.com/real-estate/miami-beach-fl/LCFLMIAMIBEACH/,"https://www.coldwellbanker.com/real-estate-agents/Miami-Beach,FL",https://www.sothebysrealty.com/eng/offices/miami-beach-fl-usa
ocean city md realtors,10,50,48,18,35,390,53,3.74,0.77,3770000,commercial,https://www.homelight.com/ocean-city-md/top-real-estate-agents,https://www.homes.com/real-estate-agents/ocean-city-md/,https://www.century21.com/real-estate-agent/profile/lauren-waesche-P25343861,https://www.coldwellbanker.com/for-sale-homes/Ocean-City-MD-6480c,https://www.sothebysrealty.com/eng/sales/ocean-city-md-usa
parkland fl real estate agents,4,7,19,26,34,390,35,0.00,0.61,6610000,commercial,https://www.homelight.com/parkland-fl/top-real-estate-agents,https://www.homes.com/real-estate-agents/parkland-fl/,https://www.century21.com/real-estate-agents/parkland-fl/LCFLPARKLAND/?s=60,"https://www.coldwellbanker.com/real-estate-agents/Parkland,FL;jsessionid=2675C7BA236DB1C021E7695384139F16.app03-cb-id7",https://www.sothebysrealty.com/eng/sales/parkland-fl-usa
real estate agents in naples florida,5,91,10,63,64,390,54,6.52,0.99,7390000,commercial,https://www.homelight.com/naples-fl/top-real-estate-agents,https://www.homes.com/real-estate-agents/john-krol/id-23597730/,https://www.century21.com/real-estate-agents/naples-fl/LCFLNAPLES/,https://www.coldwellbanker.com/coldwell-banker-realty-12629c/naples-5th-avenue-office-363367d,https://www.sothebysrealty.com/eng/office/180-b-493-4000830/premier-sothebys-international-realty-central-naples
real estate brokers arlington tx,6,40,9,43,62,390,49,0.00,0,38800000,commercial,https://www.homelight.com/arlington-tx/top-real-estate-agents,https://www.homes.com/real-estate-agents/arlington-tx/,https://www.century21.com/real-estate-agents/arlington-tx/LCTXARLINGTON/,https://www.coldwellbanker.com/coldwell-banker-realty-12625c/arlington_AND_mansfield-regional-office-359793d,https://www.sothebysrealty.com/eng/sales/arlington-tx-usa
realtor alexandria va,11,13,37,17,28,390,58,8.59,0.98,93,"navigational, transactional",https://www.homelight.com/alexandria-va/top-real-estate-agents,https://www.homes.com/real-estate-agents/alexandria-va/,https://www.century21.com/real-estate-agent/profile/mitch-greek-P80104487,https://www.coldwellbanker.com/coldwell-banker-realty-_-mid_atlantic-12685c/alexandria-office-360621d,https://www.sothebysrealty.com/eng/office/180-b-3012-4001047/ttr-sothebys-international-realty
realtor in powell,15,66,27,18,35,390,51,0.00,0,6510000,"navigational, transactional",https://www.homelight.com/powell-oh/top-real-estate-agents,https://www.homes.com/powell-oh/,https://www.century21.com/real-estate/powell-oh/LCOHPOWELL/,https://www.coldwellbanker.com/for-sale-homes/Powell-TN-22739c,https://www.sothebysrealty.com/eng/sales/powell-oh-usa
realtors in abilene tx,4,12,26,14,48,390,50,3.04,0.52,999000,commercial,https://www.homelight.com/abilene-tx/top-real-estate-agents,https://www.homes.com/real-estate-agents/abilene-tx/,https://www.century21.com/real-estate-agents/abilene-tx/LCTXABILENE/,"https://www.coldwellbanker.com/coldwell-banker-apex,-realtors-9997c/abilene-office-286085d",https://www.sothebysrealty.com/eng/sales/abilene-tx-usa
realtors in athens ga,4,29,25,9,68,390,52,4.96,0.79,1930000,commercial,https://www.homelight.com/athens-ga/top-real-estate-agents,https://www.homes.com/athens-ga/,https://www.century21.com/real-estate/athens-ga/LCGAATHENS/,"https://www.coldwellbanker.com/real-estate-agents/Athens,GA",https://www.sothebysrealty.com/eng/sales/athens-ga-usa
realtors in cape coral fl,3,65,4,17,53,390,57,7.69,0.86,11900000,commercial,https://www.homelight.com/cape-coral-fl/top-real-estate-agents,https://www.homes.com/cape-coral-fl/,https://www.century21.com/real-estate-agents/cape-coral-fl/LCFLCAPECORAL/,https://www.coldwellbanker.com/coldwell-banker-realty-12629c/cape-coral-office-363387d,https://www.sothebysrealty.com/eng/sales/cape-coral-fl-usa
realtors in tulsa ok,7,36,11,10,81,390,62,7.11,0.56,1610000,commercial,https://www.homelight.com/tulsa-ok/top-real-estate-agents,https://www.homes.com/tulsa-ok/,https://www.century21.com/real-estate-agents/tulsa-ok/LCOKTULSA/,"https://www.coldwellbanker.com/real-estate-agents/Tulsa,OK",https://www.sothebysrealty.com/eng/sales/tulsa-ok-usa
realtors richmond ky,7,8,9,10,23,390,50,3.58,0.95,2870000,commercial,https://www.homelight.com/richmond-ky/top-real-estate-agents,https://www.homes.com/real-estate-agents/richmond-ky/,https://www.century21.com/real-estate-agents/richmond-ky/LCKYRICHMOND/,https://www.coldwellbanker.com/for-sale-homes/Richmond-KY-18445c,https://www.sothebysrealty.com/eng/sales/richmond-ky-usa
savannah realtors,9,64,34,35,86,390,53,6.53,0.94,0,"informational, transactional",https://www.homelight.com/savannah-ga/top-real-estate-agents,https://www.homes.com/real-estate-agents/savannah-tn/,https://www.century21.com/real-estate/savannah-ga/LCGASAVANNAH/,"https://www.coldwellbanker.com/real-estate-agents/Savannah,GA",https://www.sothebysrealty.com/eng/sales/savannah-ga-usa
the leavenworth real estate team,17,28,56,54,33,390,20,0.00,0,1340000,informational,https://www.homelight.com/leavenworth-ks/top-real-estate-agents,https://www.homes.com/real-estate-agents/leavenworth-ks/,https://www.century21.com/real-estate/leavenworth-ks/LCKSLEAVENWORTH/,"https://www.coldwellbanker.com/real-estate-agents/Leavenworth,KS?sort=numRatings",https://www.sothebysrealty.com/eng/sales/leavenworth-wa-usa/2-pg
upper arlington real estate agents,2,5,25,14,24,390,26,0.00,0,12900000,commercial,https://www.homelight.com/upper-arlington-oh/top-real-estate-agents,https://www.homes.com/real-estate-agents/upper-arlington-oh/,https://www.century21.com/real-estate/upper-arlington-oh/LCOHUPPERARLINGTON/,https://www.coldwellbanker.com/for-sale-homes/Upper-Arlington-OH-20061c,https://www.sothebysrealty.com/eng/sales/upper-arlington-oh-usa
asheville realtors,12,46,34,27,35,320,48,6.14,0.71,2850000,commercial,https://www.homelight.com/asheville-nc/top-real-estate-agents,https://www.homes.com/real-estate-agents/asheville-nc/,https://www.century21.com/real-estate-agents/asheville-nc/LCNCASHEVILLE/,"https://www.coldwellbanker.com/real-estate-agents/Asheville,NC",https://www.sothebysrealty.com/eng/sales/asheville-nc-usa
barrington hills homes sold,15,28,23,45,18,320,19,0.00,0,75,informational,https://www.homelight.com/barrington-hills-il/homes-for-sale,https://www.homes.com/barrington-hills-il/,https://www.century21.com/real-estate/barrington-hills-il/LCILBARRINGTONHILLS/,https://www.coldwellbanker.com/for-sale-homes/Barrington-Hills-IL-918c,https://www.sothebysrealty.com/eng/sales/barrington-hills-il-usa
boca raton real estate agents,3,44,17,9,62,320,51,6.37,1,6140000,commercial,https://www.homelight.com/boca-raton-fl/top-real-estate-agents,https://www.homes.com/real-estate-agents/boca-raton-fl/,https://www.century21.com/real-estate-agents/boca-raton-fl/LCFLBOCARATON/,"https://www.coldwellbanker.com/real-estate-agents/Boca-Raton,FL",https://www.sothebysrealty.com/eng/sales/boca-raton-fl-usa
cape may realtors,19,81,27,41,25,320,65,3.08,0.61,11500000,commercial,https://www.homelight.com/cape-may-nj/top-real-estate-agents,https://www.homes.com/real-estate-agents/cape-may-nj/,https://www.century21.com/real-estate/cape-may-county-nj/LNNJCAPEMAY/,https://www.coldwellbanker.com/for-sale-homes/Cape-May-NJ-11536c,https://www.sothebysrealty.com/eng/office/180-b-610-4000536/chris-clemans-sothebys-international-realty
executive realty maryville tn,16,25,66,60,38,320,42,0.86,0.25,67,commercial,https://www.homelight.com/maryville-tn/top-real-estate-agents,https://www.homes.com/real-estate-agents/sonya-dodd/id-42823172/,https://www.century21.com/,https://www.coldwellbanker.com/for-sale-homes/Greenback-TN-14076c,https://www.sothebysrealty.com/eng/sales/maryville-tn-usa
franklin tn real estate offices,4,83,11,5,42,320,46,0.00,0,21300000,commercial,https://www.homelight.com/franklin-tn/top-real-estate-agents,https://www.homes.com/real-estate-agents/mike-jones/id-550344/,https://www.century21.com/real-estate-agents/franklin-tn/LCTNFRANKLIN/,"https://www.coldwellbanker.com/real-estate-agents/Franklin,TN",https://www.sothebysrealty.com/eng/sales/franklin-tn-usa
gainesville realtors,6,14,13,11,67,320,57,6.12,0.6,12000000,commercial,https://www.homelight.com/gainesville-fl/top-real-estate-agents,https://www.homes.com/real-estate-agents/gainesville-fl/,https://www.century21.com/real-estate-agents/gainesville-fl/LCFLGAINESVILLE/,"https://www.coldwellbanker.com/real-estate-agents/Gainesville,FL",https://www.sothebysrealty.com/eng/sales/gainesville-fl-usa
