Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
san diego homes for sale,53,3,4,10,9,8100,66,0.79,0.35,100,"informational, transactional",https://www.homelight.com/blog/buyer-buy-house-san-diego/,https://www.redfin.com/city/16904/CA/San-Diego,https://www.trulia.com/CA/San_Diego/,https://www.remax.com/homes-for-sale/ca/san-diego/city/0666000,https://www.compass.com/homes-for-sale/san-diego-ca/
the villages florida homes for sale,31,6,5,7,20,8100,66,0.34,0.44,89,"informational, transactional",https://www.homelight.com/the-villages-fl/homes-for-sale,https://www.redfin.com/city/25985/FL/The-Villages,https://www.trulia.com/FL/The_Villages/,https://www.remax.com/homes-for-sale/fl/the-villages/city/1271625,https://www.compass.com/homes-for-sale/the-villages-fl/
bakersfield homes for sale,39,3,4,6,13,6600,68,0.34,0.33,7340000,"informational, transactional",https://www.homelight.com/bakersfield-ca/real-estate-agent-commissions,https://www.redfin.com/city/953/CA/Bakersfield,https://www.trulia.com/CA/Bakersfield/,https://www.remax.com/homes-for-sale/ca/bakersfield/city/0603526,https://www.compass.com/homes-for-sale/bakersfield-ca/
high end real estate in clark county wa,73,1,9,25,47,6600,44,0.42,0.05,91,informational,https://www.homelight.com/clark-county-wa/top-real-estate-agents?sort=most-bought,https://www.redfin.com/county/3076/WA/Clark-County/luxury-homes,https://www.trulia.com/County/WA/Clark_Real_Estate/,https://www.remax.com/homes-for-sale/wa/vancouver/city/5374060,https://www.compass.com/homes-for-sale/clark-county-wa/
homes for sale columbia sc,55,5,3,8,22,6600,71,0.70,0.37,95,"informational, transactional",https://www.homelight.com/columbia-sc/top-real-estate-agents,https://www.redfin.com/city/4149/SC/Columbia,https://www.trulia.com/SC/Columbia/,https://www.remax.com/homes-for-sale/sc/columbia/city/4516000,https://www.compass.com/homes-for-sale/columbia-sc/
homes for sale greenville sc,69,4,3,6,30,6600,65,0.60,0.42,8260000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/greenville-sc,https://www.redfin.com/city/7891/SC/Greenville,https://www.trulia.com/SC/Greenville/,https://www.remax.com/homes-for-sale/sc/greenville/city/4530850,https://www.compass.com/homes-for-sale/greenville-sc/
homes for sale houston tx,52,4,3,8,13,6600,80,0.55,0.38,97,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/houston-tx,https://www.redfin.com/city/8903/TX/Houston,https://www.trulia.com/TX/Houston/,https://www.remax.com/homes-for-sale/tx/houston/city/4835000,https://www.compass.com/homes-for-sale/houston-tx/
homes for sale in maryland,76,3,4,11,21,6600,69,0.54,0.31,51300000,"informational, transactional",https://www.homelight.com/blog/selling-a-house-as-is-in-maryland/,https://www.redfin.com/state/Maryland,https://www.trulia.com/MD/,https://www.remax.com/homes-for-sale/md,https://www.compass.com/homes-for-sale/maryland-md/listing-type=fsbo/start=21/
homes for sale in naples fla,62,4,3,7,11,6600,72,0.71,0.41,9180000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/naples-fl,https://www.redfin.com/city/12171/FL/Naples,https://www.trulia.com/FL/Naples/,https://www.remax.com/homes-for-sale/fl/naples/city/1247625,https://www.compass.com/homes-for-sale/naples-fl/
homes for sale in savannah ga,66,4,3,5,40,6600,66,0.49,0.41,9670000,"informational, transactional",https://www.homelight.com/savannah-ga/real-estate-agent-commissions,https://www.redfin.com/city/17651/GA/Savannah,https://www.trulia.com/GA/Savannah/,https://www.remax.com/homes-for-sale/ga/savannah/city/1369000,https://www.compass.com/homes-for-sale/savannah-ga/
homes for sale in tampa fl,94,4,3,6,22,6600,72,0.40,0.38,14500000,"informational, transactional",https://www.homelight.com/blog/buyer-i-bought-a-house-in-tampa/,https://www.redfin.com/city/18142/FL/Tampa,https://www.trulia.com/FL/Tampa/,https://www.remax.com/homes-for-sale/fl/tampa/city/1271000,https://www.compass.com/homes-for-sale/tampa-fl/
homes for sale in tucson az,47,4,3,8,24,6600,74,0.87,0.37,7620000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/tucson-az,https://www.redfin.com/city/19459/AZ/Tucson,https://www.trulia.com/AZ/Tucson/,https://www.remax.com/homes-for-sale/az/tucson/city/0477000,https://www.compass.com/homes-for-sale/tucson-az/
homes for sale knoxville tn,57,4,3,6,15,6600,68,0.40,0.34,7690000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/knoxville-tn,https://www.redfin.com/city/10200/TN/Knoxville,https://www.trulia.com/TN/Knoxville/,https://www.remax.com/homes-for-sale/tn/knoxville/city/4740000,https://www.compass.com/homes-for-sale/knoxville-tn/
homes for sale naples fla,56,4,3,7,14,6600,72,0.71,0.41,9300000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/naples-fl,https://www.redfin.com/city/12171/FL/Naples,https://www.trulia.com/FL/Naples/,https://www.remax.com/homes-for-sale/fl/naples/city/1247625,https://www.compass.com/homes-for-sale/naples-fl/
homes for sale north carolina,54,4,3,7,14,6600,71,0.50,0.32,92300000,"informational, transactional",https://www.homelight.com/states/nc/homes-for-sale,https://www.redfin.com/state/North-Carolina,https://www.trulia.com/NC/,https://www.remax.com/homes-for-sale/nc,https://www.compass.com/homes-for-sale/north-carolina/
homes for sale tucson az,46,4,3,7,18,6600,75,0.87,0.37,8950000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/tucson-az,https://www.redfin.com/city/19459/AZ/Tucson,https://www.trulia.com/AZ/Tucson/,https://www.remax.com/homes-for-sale/az/tucson/city/0477000,https://www.compass.com/homes-for-sale/tucson-az/
homes for sale tyler tx,29,5,3,6,19,6600,60,0.39,0.35,7190000,"informational, transactional",https://www.homelight.com/tyler-tx/homes-for-sale/2-bedroom,https://www.redfin.com/city/18838/TX/Tyler,https://www.trulia.com/TX/Tyler/,https://www.remax.com/homes-for-sale/tx/tyler/city/4874144,https://www.compass.com/homes-for-sale/tyler-tx/
homes for sale vancouver wa,48,3,4,6,18,6600,67,0.59,0.34,11200000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/vancouver-wa,https://www.redfin.com/city/18823/WA/Vancouver,https://www.trulia.com/WA/Vancouver/,https://www.remax.com/homes-for-sale/wa/vancouver/city/5374060,https://www.compass.com/homes-for-sale/vancouver-wa/
homes for sale venice fl,57,4,3,8,17,6600,65,0.56,0.39,6110000,"informational, transactional",https://www.homelight.com/south-venice-fl/homes-for-sale,https://www.redfin.com/city/18790/FL/Venice,https://www.trulia.com/FL/Venice/,https://www.remax.com/homes-for-sale/fl/venice/city/1273900,https://www.compass.com/homes-for-sale/venice-fl/
houses for sale in charlotte nc,70,3,4,7,16,6600,72,0.73,0.41,15400000,"informational, transactional",https://www.homelight.com/charlotte-nc/top-real-estate-agents,https://www.redfin.com/city/3105/NC/Charlotte,https://www.trulia.com/NC/Charlotte/,https://www.remax.com/homes-for-sale/nc/charlotte/city/3712000,https://www.compass.com/homes-for-sale/charlotte-nc/
jacksonville fl homes for sale,30,3,4,6,18,6600,71,0.76,0.4,14500000,"informational, transactional",https://www.homelight.com/jacksonville-fl/homes-for-sale,https://www.redfin.com/city/8907/FL/Jacksonville,https://www.trulia.com/FL/Jacksonville/,https://www.remax.com/homes-for-sale/fl/jacksonville/city/1235000,https://www.compass.com/homes-for-sale/jacksonville-fl/
san diego real estate,12,3,4,9,8,6600,66,1.12,0.33,164000000,informational,https://www.homelight.com/san-diego-ca/top-real-estate-agents,https://www.redfin.com/city/16904/CA/San-Diego,https://www.trulia.com/CA/San_Diego/,https://www.remax.com/homes-for-sale/ca/san-diego/city/0666000,https://www.compass.com/homes-for-sale/san-diego-ca/
sarasota florida real estate,83,3,4,9,29,6600,75,0.66,0.42,13700000,informational,https://www.homelight.com/sarasota-fl/top-real-estate-agents,https://www.redfin.com/city/16463/FL/Sarasota,https://www.trulia.com/FL/Sarasota/,https://www.remax.com/homes-for-sale/fl/sarasota/city/1264175,https://www.compass.com/homes-for-sale/sarasota-fl/
tampa homes for sale,93,3,4,6,17,6600,73,0.51,0.37,21200000,"informational, transactional",https://www.homelight.com/blog/buyer-i-bought-a-house-in-tampa/,https://www.redfin.com/city/18142/FL/Tampa,https://www.trulia.com/FL/Tampa/,https://www.remax.com/homes-for-sale/fl/tampa/city/1271000,https://www.compass.com/homes-for-sale/tampa-fl/
2169 n 209th dr,30,3,6,19,14,5400,15,0.00,0,80,informational,https://www.homelight.com/buckeye-az/homes-for-sale/single-family-homes,https://www.redfin.com/AZ/Buckeye/2169-N-209th-Ln-85396/home/173052571,https://www.trulia.com/p/az/buckeye/2169-n-209th-dr-buckeye-az-85396--2569172643,https://www.remax.com/homes-for-sale/az/buckeye/zip/85396/page-5,https://www.compass.com/listing/2169-north-209th-avenue-buckeye-az-85396/1111302015396427577/
3622 n linder chicago il 60641,50,1,4,10,5,5400,15,0.00,0,71,informational,https://www.homelight.com/agents/martin-barboza-il-16265910841bm,https://www.redfin.com/IL/Chicago/3622-N-Linder-Ave-60641/home/13462968,https://www.trulia.com/p/il/chicago/3622-n-linder-ave-chicago-il-60641--2104458731,https://virgilioa.remax.com/il/chicago/home-details/3622-n-linder-ave-chicago-il-60641/14317798132104090828/M00000243/11455920,https://www.compass.com/listing/3622-north-linder-avenue-chicago-il-60641/1084875941203635897/
asheville nc real estate,49,3,4,6,22,5400,71,0.50,0.36,8970000,informational,https://www.homelight.com/asheville-nc/top-real-estate-agents,https://www.redfin.com/city/555/NC/Asheville,https://www.trulia.com/NC/Asheville/,https://www.remax.com/homes-for-sale/nc/asheville/city/3702140,https://www.compass.com/homes-for-sale/asheville-nc/
california real estate,93,7,6,26,29,5400,83,1.31,0.25,1400000000,informational,https://www.homelight.com/blog/real-estate-companies-in-california/,https://www.redfin.com/state/California,https://www.trulia.com/CA/,https://www.remax.com/homes-for-sale/ca,https://www.compass.com/
chicago real estate,96,3,4,7,10,5400,77,0.67,0.28,378000000,informational,https://www.homelight.com/chicago-il/top-real-estate-agents,https://www.redfin.com/city/29470/IL/Chicago,https://www.trulia.com/IL/Chicago/,https://www.remax.com/homes-for-sale/il/chicago/city/1714000,https://www.compass.com/homes-for-sale/chicago-il/
colorado springs homes for sale,31,3,4,6,21,5400,70,1.59,0.4,25700000,"informational, transactional",https://www.homelight.com/colorado-springs-co/homes-for-sale,https://www.redfin.com/city/4147/CO/Colorado-Springs,https://www.trulia.com/CO/Colorado_Springs/,https://www.remax.com/homes-for-sale/co/colorado-springs/city/0816000,https://www.compass.com/homes-for-sale/colorado-springs-co/
denver homes for sale,81,3,4,6,14,5400,75,1.58,0.37,29400000,"informational, transactional",https://www.homelight.com/blog/homes-styles-denver-real-estate-market/,https://www.redfin.com/city/5155/CO/Denver,https://www.trulia.com/CO/Denver/,https://www.remax.com/homes-for-sale/co/denver/city/0820000,https://www.compass.com/homes-for-sale/denver-co/
homes for sale chattanooga tn,50,4,3,6,15,5400,62,0.54,0.36,5670000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/chattanooga-tn,https://www.redfin.com/city/3641/TN/Chattanooga,https://www.trulia.com/TN/Chattanooga/,https://www.remax.com/homes-for-sale/tn/chattanooga/city/4714000,https://www.compass.com/homes-for-sale/chattanooga-tn/
homes for sale destin fl,61,4,3,6,25,5400,63,0.32,0.39,4000000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/destin-fl,https://www.redfin.com/city/4501/FL/Destin,https://www.trulia.com/FL/Destin/,https://www.remax.com/homes-for-sale/fl/destin/city/1217325,https://www.compass.com/homes-for-sale/destin-fl/
homes for sale franklin tn,48,3,4,6,12,5400,63,0.59,0.35,11500000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/franklin-tn,https://www.redfin.com/city/7080/TN/Franklin,https://www.trulia.com/TN/Franklin/,https://www.remax.com/homes-for-sale/tn/franklin/city/4727740,https://www.compass.com/homes-for-sale/franklin-tn/
homes for sale gainesville fl,53,4,3,6,12,5400,58,0.46,0.34,6900000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/gainesville-fl,https://www.redfin.com/city/6487/FL/Gainesville,https://www.trulia.com/FL/Gainesville/,https://www.remax.com/homes-for-sale/fl/gainesville/city/1225175,https://www.compass.com/homes-for-sale/gainesville-fl/
homes for sale in clarksville tn,42,3,4,6,18,5400,60,1.15,0.38,85,"informational, transactional",https://www.homelight.com/clarksville-tn/homes-for-sale,https://www.redfin.com/city/3918/TN/Clarksville,https://www.trulia.com/TN/Clarksville/,https://www.remax.com/homes-for-sale/tn/clarksville/city/4715160,https://www.compass.com/homes-for-sale/clarksville-tn/
homes for sale in florence sc,62,9,3,4,32,5400,56,0.41,0.34,6800000,"informational, transactional",https://www.homelight.com/florence-sc/top-real-estate-agents,https://www.redfin.com/city/6637/SC/Florence,https://www.trulia.com/SC/Florence/,https://www.remax.com/homes-for-sale/sc/florence/city/4525810,https://www.compass.com/homes-for-sale/florence-sc/
homes for sale in fresno ca,51,3,5,8,17,5400,62,0.43,0.34,11400000,"informational, transactional",https://www.homelight.com/fresno-ca/top-real-estate-agents,https://www.redfin.com/city/6904/CA/Fresno,https://www.trulia.com/CA/Fresno/,https://www.remax.com/homes-for-sale/ca/fresno/city/0627000,https://www.compass.com/homes-for-sale/fresno-ca/
homes for sale in missouri,69,10,3,6,36,5400,67,0.37,0.24,42000000,"informational, transactional",https://www.homelight.com/states/mo/homes-for-sale,https://www.redfin.com/state/Missouri,https://www.trulia.com/MO/,https://www.remax.com/homes-for-sale/mo/missouri/city/2901948944,https://www.compass.com/homes-for-sale/missouri-heights-co/
homes for sale in phoenix az,65,3,4,7,15,5400,73,0.71,0.36,14600000,"informational, transactional",https://www.homelight.com/phoenix-az/sell-house-fast,https://www.redfin.com/city/14240/AZ/Phoenix,https://www.trulia.com/AZ/Phoenix/,https://www.remax.com/homes-for-sale/az/phoenix/city/0455000,https://www.compass.com/homes-for-sale/phoenix-az/
homes for sale in rochester mn,57,5,3,7,28,5400,56,0.53,0.34,6620000,"informational, transactional",https://www.homelight.com/rochester-mn/real-estate-agent-commissions,https://www.redfin.com/city/14201/MN/Rochester,https://www.trulia.com/MN/Rochester/,https://www.remax.com/homes-for-sale/mn/rochester/city/2754880,https://www.compass.com/homes-for-sale/rochester-mn/
homes for sale in scottsdale az,53,3,4,6,23,5400,67,0.86,0.35,7370000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/scottsdale-az,https://www.redfin.com/city/16660/AZ/Scottsdale,https://www.trulia.com/AZ/Scottsdale/,https://www.remax.com/homes-for-sale/az/scottsdale/city/0465000,https://www.compass.com/homes-for-sale/scottsdale-az/
homes for sale in the villages florida,48,6,5,7,29,5400,72,0.34,0.44,95,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/the-villages-fl,https://www.redfin.com/city/25985/FL/The-Villages,https://www.trulia.com/FL/The_Villages/,https://www.remax.com/homes-for-sale/fl/the-villages/city/1271625,https://www.compass.com/homes-for-sale/the-villages-fl/
homes for sale in virginia beach,59,3,4,7,22,5400,69,0.63,0.45,29700000,"informational, transactional",https://www.homelight.com/virginia-beach-va/top-real-estate-agents,https://www.redfin.com/city/20418/VA/Virginia-Beach,https://www.trulia.com/VA/Virginia_Beach/,https://www.remax.com/homes-for-sale/va/virginia-beach/city/5182000,https://www.compass.com/homes-for-sale/virginia-beach-va/
homes for sale naples fl,57,4,3,7,14,5400,72,0.71,0.41,10400000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/naples-fl,https://www.redfin.com/city/12171/FL/Naples,https://www.trulia.com/FL/Naples/,https://www.remax.com/homes-for-sale/fl/naples/city/1247625,https://www.compass.com/homes-for-sale/naples-fl/
homes for sale nashville tn,66,3,4,10,12,5400,72,0.74,0.32,11500000,"informational, transactional",https://www.homelight.com/nashville-tn/top-real-estate-agents,https://www.redfin.com/city/13415/TN/Nashville,https://www.trulia.com/TN/Nashville/,https://www.remax.com/homes-for-sale/tn/nashville-davidson/city/4752006,https://www.compass.com/homes-for-sale/nashville-tn/
homes for sale pensacola fl,22,4,3,5,20,5400,64,0.43,0.39,6180000,"informational, transactional",https://www.homelight.com/pensacola-fl/homes-for-sale/2-bedroom,https://www.redfin.com/city/14479/FL/Pensacola,https://www.trulia.com/FL/Pensacola/,https://www.remax.com/homes-for-sale/fl/pensacola/city/1255925,https://www.compass.com/homes-for-sale/pensacola-fl/
homes for sale reno nv,54,3,4,6,29,5400,68,0.94,0.39,9450000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/reno-nv,https://www.redfin.com/city/15627/NV/Reno,https://www.trulia.com/NV/Reno/,https://www.remax.com/homes-for-sale/nv/reno/city/3260600,https://www.compass.com/homes-for-sale/reno-nv/
homes for sale rochester ny,40,4,3,6,15,5400,69,0.32,0.27,11500000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/rochester-ny,https://www.redfin.com/city/16162/NY/Rochester,https://www.trulia.com/NY/Rochester/,https://www.remax.com/homes-for-sale/ny/rochester/city/3663000,https://www.compass.com/homes-for-sale/rochester-ny/
homes for sale savannah ga,66,4,3,5,31,5400,66,0.49,0.41,9160000,"informational, transactional",https://www.homelight.com/savannah-ga/real-estate-agent-commissions,https://www.redfin.com/city/17651/GA/Savannah,https://www.trulia.com/GA/Savannah/,https://www.remax.com/homes-for-sale/ga/savannah/city/1369000,https://www.compass.com/homes-for-sale/savannah-ga/
homes for sale st petersburg fl,58,4,3,7,15,5400,63,0.40,0.4,6290000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/st-petersburg-fl,https://www.redfin.com/city/16164/FL/St-Petersburg,https://www.trulia.com/FL/Saint_Petersburg/,https://www.remax.com/homes-for-sale/fl/st-petersburg/city/1263000,https://www.compass.com/homes-for-sale/st-petersburg-fl/
homes in 79930,17,7,4,3,16,5400,31,0.00,0,1440000,informational,https://www.homelight.com/homes-for-sale/zip/79930-tx,https://www.redfin.com/zipcode/79930,https://www.trulia.com/TX/El_Paso/79930/,https://www.remax.com/homes-for-sale/tx/el-paso/zip/79930,https://www.compass.com/homes-for-sale/el-paso-tx-79930/
houses for sale in jacksonville florida,59,4,3,6,53,5400,77,0.68,0.44,12800000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/jacksonville-fl,https://www.redfin.com/city/8907/FL/Jacksonville,https://www.trulia.com/FL/Jacksonville/,https://www.remax.com/homes-for-sale/fl/jacksonville/city/1235000,https://www.compass.com/homes-for-sale/jacksonville-fl/
jillian jenkins coldwell banker realty,42,23,22,20,9,5400,23,0.00,0,62,informational,https://www.homelight.com/holiday-fl/lake-conley-mobile-home-park/top-real-estate-agents,https://www.redfin.com/GA/Atlanta/655-Brookline-St-SW-30310/home/24758293,https://www.trulia.com/p/ga/atlanta/1596-cleveland-ave-302-atlanta-ga-30344--2030510858,https://www.remax.com/ga/smyrna/home-details/1312-vinings-forest-ln-se-smyrna-ga-30080/12833698539815072666,https://www.compass.com/listing/659-auburn-avenue-northeast-unit-138-atlanta-ga-30312/1113474683331954129/
port st lucie homes for sale,54,3,4,8,19,5400,64,0.46,0.45,100,"informational, transactional",https://www.homelight.com/port-st-lucie-fl/homes-for-sale,https://www.redfin.com/city/15203/FL/Port-St-Lucie,https://www.trulia.com/FL/Port_Saint_Lucie/,https://www.remax.com/homes-for-sale/fl/port-saint-lucie/city/1258715,https://www.compass.com/homes-for-sale/port-st-lucie-fl/
rental agents near me,74,15,4,1,17,5400,100,2.78,0.23,122000000,transactional,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,https://www.redfin.com/real-estate-agents?nav=sell,https://www.trulia.com/rent/,https://www.remax.com/homes-for-rent,https://www.compass.com/
santa fe real estate,44,3,4,13,29,5400,71,0.50,0.3,32200000,commercial,https://www.homelight.com/santa-fe-nm/top-real-estate-agents,https://www.redfin.com/city/18007/NM/Santa-Fe,https://www.trulia.com/NM/Santa_Fe/,https://www.remax.com/homes-for-sale/nm/santa-fe/zip/87506,https://www.compass.com/homes-for-sale/rancho-santa-fe-ca/
seattle real estate,69,2,4,5,9,5400,70,1.10,0.3,170000000,informational,https://www.homelight.com/seattle-wa/top-real-estate-agents,https://www.redfin.com/city/16163/WA/Seattle,https://www.trulia.com/WA/Seattle/,https://www.remax.com/homes-for-sale/wa/seattle/city/5363000,https://www.compass.com/homes-for-sale/seattle-wa/
tyler texas homes for sale,32,5,3,6,20,5400,62,0.39,0.35,8150000,"informational, transactional",https://www.homelight.com/tyler-tx/homes-for-sale/2-bedroom,https://www.redfin.com/city/18838/TX/Tyler,https://www.trulia.com/TX/Tyler/,https://www.remax.com/homes-for-sale/tx/tyler/city/4874144,https://www.compass.com/homes-for-sale/tyler-tx/
28105,70,7,8,15,56,4400,51,0.15,0,4150000,informational,https://www.homelight.com/homes-for-sale/zip/28105-nc,https://www.redfin.com/zipcode/28105,https://www.trulia.com/NC/Matthews/28105/,https://www.remax.com/homes-for-sale/nc/matthews/zip/28105,https://www.compass.com/for-rent/matthews-nc-28105/
77545 county,78,35,17,76,34,4400,31,0.00,0,227000,informational,https://www.homelight.com/homes/fort-bend-county-tx/3015-ohio-st-fresno-tx-77545-47950035c2fddb746f7e82e11f2b10a6,https://www.redfin.com/zipcode/77545/housing-market,https://www.trulia.com/sitemaps/Texas-real-estate/Fort-Bend-County-48157/77545/,https://www.remax.com/homes-for-sale/tx/fresno/zip/77545,https://www.compass.com/homes-for-sale/fresno-tx-77545/
beverly hills houses,66,4,3,17,10,4400,72,0.64,0.23,21300000,informational,https://www.homelight.com/blog/buyer-buy-house-in-beverly-hills/,https://www.redfin.com/city/1669/CA/Beverly-Hills,https://www.trulia.com/CA/Beverly_Hills/,https://www.remax.com/homes-for-sale/ca/beverly-hills/zip/90210,https://www.compass.com/homes-for-sale/beverly-hills-ca/
cape coral real estate,47,3,4,8,22,4400,71,0.61,0.39,10900000,informational,https://www.homelight.com/cape-coral-fl/top-real-estate-agents,https://www.redfin.com/city/2654/FL/Cape-Coral,https://www.trulia.com/FL/Cape_Coral/,https://www.remax.com/homes-for-sale/fl/cape-coral/city/1210275,https://www.compass.com/homes-for-sale/cape-coral-fl/
colorado springs real estate,49,3,4,6,16,4400,70,1.67,0.37,49500000,informational,https://www.homelight.com/colorado-springs-co/top-real-estate-agents,https://www.redfin.com/city/4147/CO/Colorado-Springs,https://www.trulia.com/CO/Colorado_Springs/,https://www.remax.com/homes-for-sale/co/colorado-springs/city/0816000,https://www.compass.com/homes-for-sale/colorado-springs-co/
condos for sale in san diego,31,2,3,24,28,4400,58,0.66,0.45,81,"informational, transactional",https://www.homelight.com/san-diego-ca/homes-for-sale/condos,https://www.redfin.com/city/16904/CA/San-Diego/condos,"https://www.trulia.com/for_sale/San_Diego,CA/CONDO_type/",https://www.remax.com/homes-for-sale/ca/san-diego/city/0666000,https://www.compass.com/homes-for-sale/san-diego-ca/
denver real estate,88,1,6,7,16,4400,80,1.76,0.33,127000000,informational,https://www.homelight.com/denver-co/top-real-estate-agents,https://www.redfin.com/city/5155/CO/Denver,https://www.trulia.com/CO/Denver/,https://www.remax.com/homes-for-sale/co/denver/city/0820000,https://www.compass.com/homes-for-sale/denver-co/
el paso homes for sale,48,3,4,5,17,4400,67,0.43,0.39,14400000,"informational, transactional",https://www.homelight.com/blog/buyer-buy-house-in-el-paso/,https://www.redfin.com/city/6171/TX/El-Paso,https://www.trulia.com/TX/El_Paso/,https://www.remax.com/homes-for-sale/tx/el-paso/city/4824000,https://www.compass.com/homes-for-sale/westside-el-paso-el-paso-tx/
